ID [IRI]	LABEL
http://purl.obolibrary.org/obo/CL_0000993	mature CD11c-low plasmacytoid dendritic cell
http://purl.obolibrary.org/obo/CL_0000994	immature CD11c-negative plasmacytoid dendritic cell
http://purl.obolibrary.org/obo/CL_0000995	CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor
http://purl.obolibrary.org/obo/CL_0000996	mature CD11c-negative plasmacytoid dendritic cell
http://purl.obolibrary.org/obo/CL_0000997	immature CD8-alpha-negative CD11b-positive dendritic cell
http://purl.obolibrary.org/obo/CL_0000998	CD8-alpha-negative CD11b-negative dendritic cell
http://purl.obolibrary.org/obo/CL_0000999	CD4-positive CD11b-positive dendritic cell
http://purl.obolibrary.org/obo/CL_0001000	CD8-alpha-positive CD11b-negative dendritic cell
http://purl.obolibrary.org/obo/CL_0001001	immature CD8-alpha-negative CD11b-negative dendritic cell
http://purl.obolibrary.org/obo/CL_0001002	mature CD8-alpha-negative CD11b-negative dendritic cell
http://purl.obolibrary.org/obo/CL_0001003	mature CD8-alpha-negative CD11b-positive dendritic cell
http://purl.obolibrary.org/obo/CL_0001004	immature CD8-alpha-positive CD11b-negative dendritic cell
http://purl.obolibrary.org/obo/CL_0001005	mature CD8-alpha-positive CD11b-negative dendritic cell
http://purl.obolibrary.org/obo/CL_0001006	dermal dendritic cell
http://purl.obolibrary.org/obo/CL_0001007	interstitial dendritic cell
http://purl.obolibrary.org/obo/CL_0001008	Kit and Sca1-positive hematopoietic stem cell
http://purl.obolibrary.org/obo/CL_0001009	immature dermal dendritic cell
http://purl.obolibrary.org/obo/CL_0001010	mature dermal dendritic cell
http://purl.obolibrary.org/obo/CL_0001011	immature interstitial dendritic cell
http://purl.obolibrary.org/obo/CL_0001012	CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor
http://purl.obolibrary.org/obo/CL_0001013	mature interstitial dendritic cell
http://purl.obolibrary.org/obo/CL_0001014	CD1a-positive Langerhans cell
http://purl.obolibrary.org/obo/CL_0001015	CD8-alpha-low Langerhans cell
http://purl.obolibrary.org/obo/CL_0001016	immature CD1a-positive Langerhans cell
http://purl.obolibrary.org/obo/CL_0001017	mature CD1a-positive Langerhans cell
http://purl.obolibrary.org/obo/CL_0001018	immature CD8-alpha-low Langerhans cell
http://purl.obolibrary.org/obo/CL_0001019	CD115-positive monocyte OR common dendritic progenitor
http://purl.obolibrary.org/obo/CL_0001020	mature CD8-alpha-low Langerhans cell
http://purl.obolibrary.org/obo/CL_0001021	CD34-positive, CD38-positive common lymphoid progenitor
http://purl.obolibrary.org/obo/CL_0001022	CD115-positive monocyte
http://purl.obolibrary.org/obo/CL_0001023	Kit-positive, CD34-positive common myeloid progenitor
http://purl.obolibrary.org/obo/CL_0001024	CD34-positive, CD38-negative hematopoietic stem cell
http://purl.obolibrary.org/obo/CL_0001025	Kit-positive, Sca1-positive common lymphoid progenitor
http://purl.obolibrary.org/obo/CL_0001026	CD34-positive, CD38-positive common myeloid progenitor
http://purl.obolibrary.org/obo/CL_0001027	CD7-negative lymphoid progenitor cell
http://purl.obolibrary.org/obo/CL_0001028	CD7-positive lymphoid progenitor cell
http://purl.obolibrary.org/obo/CL_0001029	common dendritic progenitor
http://purl.obolibrary.org/obo/CL_0001030	CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor
http://purl.obolibrary.org/obo/CL_0001031	cerebellar granule cell
http://purl.obolibrary.org/obo/CL_0001032	cortical granule cell
http://purl.obolibrary.org/obo/CL_0001033	hippocampal granule cell
http://purl.obolibrary.org/obo/CL_0001034	cell in vitro
http://purl.obolibrary.org/obo/CL_0001035	bone cell
http://purl.obolibrary.org/obo/CL_0001039	terminally differentiated osteoblast
http://purl.obolibrary.org/obo/CL_0001040	non-terminally differentiated osteoblast
http://purl.obolibrary.org/obo/CL_0001041	CD8-positive, CXCR3-positive, alpha-beta regulatory T cell
http://purl.obolibrary.org/obo/CL_0001042	T-helper 22 cell
http://purl.obolibrary.org/obo/CL_0001043	activated CD4-positive, alpha-beta T cell, human
http://purl.obolibrary.org/obo/CL_0001044	effector CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/CL_0001045	naive CCR4-positive regulatory T cell
http://purl.obolibrary.org/obo/CL_0001046	memory CCR4-positive regulatory T cell
http://purl.obolibrary.org/obo/CL_0001047	CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell
http://purl.obolibrary.org/obo/CL_0001048	activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human
http://purl.obolibrary.org/obo/CL_0001049	activated CD8-positive, alpha-beta T cell, human
http://purl.obolibrary.org/obo/CL_0001050	effector CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/CL_0001051	CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell
http://purl.obolibrary.org/obo/CL_0001052	CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell
http://purl.obolibrary.org/obo/CL_0001053	IgD-negative memory B cell
http://purl.obolibrary.org/obo/CL_0001054	CD14-positive monocyte
http://purl.obolibrary.org/obo/CL_0001055	CD14-positive, CD16-low monocyte
http://purl.obolibrary.org/obo/CL_0001056	dendritic cell, human
http://purl.obolibrary.org/obo/CL_0001057	myeloid dendritic cell, human
http://purl.obolibrary.org/obo/CL_0001058	plasmacytoid dendritic cell, human
http://purl.obolibrary.org/obo/CL_0001059	common myeloid progenitor, CD34-positive
http://purl.obolibrary.org/obo/CL_0001060	hematopoietic oligopotent progenitor cell, lineage-negative
http://purl.obolibrary.org/obo/CL_0001061	abnormal cell
http://purl.obolibrary.org/obo/CL_0001062	effector memory CD8-positive, alpha-beta T cell, terminally differentiated
http://purl.obolibrary.org/obo/CL_0001063	neoplastic cell
http://purl.obolibrary.org/obo/CL_0001064	malignant cell
http://purl.obolibrary.org/obo/CL_0001065	innate lymphoid cell
http://purl.obolibrary.org/obo/CL_0001066	erythroid progenitor cell, mammalian
http://purl.obolibrary.org/obo/CL_0001067	group 1 innate lymphoid cell
http://purl.obolibrary.org/obo/CL_0001068	ILC1
http://purl.obolibrary.org/obo/CL_0001069	group 2 innate lymphoid cell
http://purl.obolibrary.org/obo/CL_0001070	beige adipocyte
http://purl.obolibrary.org/obo/CL_0001071	group 3 innate lymphoid cell
http://purl.obolibrary.org/obo/CL_0001072	CD34-negative, CD117-positive innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001073	CD34-negative, CD56-positive, CD117-positive innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001074	CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human
http://purl.obolibrary.org/obo/CL_0001075	KLRG1-positive innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001076	NKp46-positive innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001077	ILC1, human
http://purl.obolibrary.org/obo/CL_0001078	group 3 innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001079	NKp44-positive group 3 innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001080	NKp44-negative group 3 innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001081	group 2 innate lymphoid cell, human
http://purl.obolibrary.org/obo/CL_0001082	immature innate lymphoid cell
http://purl.obolibrary.org/obo/CL_0001087	effector memory CD4-positive, alpha-beta T cell, terminally differentiated
http://purl.obolibrary.org/obo/CL_0001200	lymphocyte of B lineage, CD19-positive
http://purl.obolibrary.org/obo/CL_0001201	B cell, CD19-positive
http://purl.obolibrary.org/obo/CL_0001202	CD86-positive plasmablast
http://purl.obolibrary.org/obo/CL_0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive
http://purl.obolibrary.org/obo/CL_0001204	CD4-positive, alpha-beta memory T cell, CD45RO-positive
http://purl.obolibrary.org/obo/CL_0002000	Kit-positive erythroid progenitor cell
http://purl.obolibrary.org/obo/CL_0002001	CD34-positive, CD38-positive granulocyte monocyte progenitor
http://purl.obolibrary.org/obo/CL_0002002	Kit-positive granulocyte monocyte progenitor
http://purl.obolibrary.org/obo/CL_0002003	CD34-positive, GlyA-negative erythroid progenitor cell
http://purl.obolibrary.org/obo/CL_0002004	CD34-negative, GlyA-negative proerythroblast
http://purl.obolibrary.org/obo/CL_0002005	CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell
http://purl.obolibrary.org/obo/CL_0002006	Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell
http://purl.obolibrary.org/obo/CL_0002007	Kit-low, CD34-positive eosinophil progenitor cell
http://purl.obolibrary.org/obo/CL_0002008	CD34-positive, CD38-positive eosinophil progenitor cell
http://purl.obolibrary.org/obo/CL_0002009	macrophage dendritic cell progenitor
http://purl.obolibrary.org/obo/CL_0002010	pre-conventional dendritic cell
http://purl.obolibrary.org/obo/CL_0002011	Kit-positive macrophage dendritic cell progenitor
http://purl.obolibrary.org/obo/CL_0002013	GlyA-positive basophilic erythroblast
http://purl.obolibrary.org/obo/CL_0002016	CD71-low, GlyA-positive polychromatic erythroblast
http://purl.obolibrary.org/obo/CL_0002018	CD71-negative, GlyA-positive orthochromatic erythroblast
http://purl.obolibrary.org/obo/CL_0002020	GlyA-positive reticulocytes
http://purl.obolibrary.org/obo/CL_0002021	GlyA-positive erythrocyte
http://purl.obolibrary.org/obo/CL_0002023	CD34-positive, CD41-positive, CD42-positive megakaryocyte progenitor cell
http://purl.obolibrary.org/obo/CL_0002024	Kit-positive megakaryocyte progenitor cell
http://purl.obolibrary.org/obo/CL_0002025	CD34-positive, CD41-positive, CD42-negative megakaryocyte progenitor cell
http://purl.obolibrary.org/obo/CL_0002026	CD34-negative, CD41-positive, CD42-positive megakaryocyte cell
http://purl.obolibrary.org/obo/CL_0002027	CD9-positive, CD41-positive megakaryocyte cell
http://purl.obolibrary.org/obo/CL_0002028	basophil mast progenitor cell
http://purl.obolibrary.org/obo/CL_0002029	Fc-epsilon RIalpha-low mast cell progenitor
http://purl.obolibrary.org/obo/CL_0002030	Fc-epsilon RIalpha-high basophil progenitor cell
http://purl.obolibrary.org/obo/CL_0002031	hematopoietic lineage restricted progenitor cell
http://purl.obolibrary.org/obo/CL_0002032	hematopoietic oligopotent progenitor cell
http://purl.obolibrary.org/obo/CL_0002033	short term hematopoietic stem cell
http://purl.obolibrary.org/obo/CL_0002034	long term hematopoietic stem cell
http://purl.obolibrary.org/obo/CL_0002035	Slamf1-negative multipotent progenitor cell
http://purl.obolibrary.org/obo/CL_0002036	Slamf1-positive multipotent progenitor cell
http://purl.obolibrary.org/obo/CL_0002037	CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell
http://purl.obolibrary.org/obo/CL_0002038	T follicular helper cell
http://purl.obolibrary.org/obo/CL_0002039	immature NK T cell stage I
http://purl.obolibrary.org/obo/CL_0002040	immature NK T cell stage II
http://purl.obolibrary.org/obo/CL_0002041	immature NK T cell stage III
http://purl.obolibrary.org/obo/CL_0002042	immature NK T cell stage IV
http://purl.obolibrary.org/obo/CL_0002043	CD34-positive, CD38-negative multipotent progenitor cell
http://purl.obolibrary.org/obo/CL_0002044	Kit-positive, integrin beta7-high basophil mast progenitor cell
http://purl.obolibrary.org/obo/CL_0002045	fraction A pre-pro B cell
http://purl.obolibrary.org/obo/CL_0002046	early pro-B cell
http://purl.obolibrary.org/obo/CL_0002047	fraction B precursor B cell
http://purl.obolibrary.org/obo/CL_0002048	late pro-B cell
http://purl.obolibrary.org/obo/CL_0002049	fraction C precursor B cell
http://purl.obolibrary.org/obo/CL_0002050	fraction C' precursor B cell
http://purl.obolibrary.org/obo/CL_0002051	CD38-high pre-BCR positive cell
http://purl.obolibrary.org/obo/CL_0002052	fraction D precursor B cell
http://purl.obolibrary.org/obo/CL_0002053	CD22-positive, CD38-low small pre-B cell
http://purl.obolibrary.org/obo/CL_0002054	fraction E immature B cell
http://purl.obolibrary.org/obo/CL_0002055	CD38-negative immature B cell
http://purl.obolibrary.org/obo/CL_0002056	fraction F mature B cell
http://purl.obolibrary.org/obo/CL_0002057	CD14-positive, CD16-negative classical monocyte
http://purl.obolibrary.org/obo/CL_0002058	Gr1-low non-classical monocyte
http://purl.obolibrary.org/obo/CL_0002059	CD8-alpha-positive thymic conventional dendritic cell
http://purl.obolibrary.org/obo/CL_0002060	melanophage
http://purl.obolibrary.org/obo/CL_0002061	T-helper 9 cell
http://purl.obolibrary.org/obo/CL_0002062	pulmonary alveolar type 1 cell
http://purl.obolibrary.org/obo/CL_0002063	pulmonary alveolar type 2 cell
http://purl.obolibrary.org/obo/CL_0002064	pancreatic acinar cell
http://purl.obolibrary.org/obo/CL_0002066	Feyrter cell
http://purl.obolibrary.org/obo/CL_0002067	type A enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002068	Purkinje myocyte
http://purl.obolibrary.org/obo/CL_0002069	type II vestibular sensory cell
http://purl.obolibrary.org/obo/CL_0002070	type I vestibular sensory cell
http://purl.obolibrary.org/obo/CL_0002071	enterocyte of epithelium of large intestine
http://purl.obolibrary.org/obo/CL_0002072	nodal myocyte
http://purl.obolibrary.org/obo/CL_0002073	transitional myocyte
http://purl.obolibrary.org/obo/CL_0002074	myocardial endocrine cell
http://purl.obolibrary.org/obo/CL_0002075	brush cell of tracheobronchial tree
http://purl.obolibrary.org/obo/CL_0002076	endo-epithelial cell
http://purl.obolibrary.org/obo/CL_0002077	ecto-epithelial cell
http://purl.obolibrary.org/obo/CL_0002078	meso-epithelial cell
http://purl.obolibrary.org/obo/CL_0002079	pancreatic ductal cell
http://purl.obolibrary.org/obo/CL_0002080	pancreatic centro-acinar cell
http://purl.obolibrary.org/obo/CL_0002081	type II cell of carotid body
http://purl.obolibrary.org/obo/CL_0002082	type II cell of adrenal medulla
http://purl.obolibrary.org/obo/CL_0002083	type I cell of adrenal medulla
http://purl.obolibrary.org/obo/CL_0002084	Boettcher cell
http://purl.obolibrary.org/obo/CL_0002085	tanycyte
http://purl.obolibrary.org/obo/CL_0002086	specialized cardiac myocyte
http://purl.obolibrary.org/obo/CL_0002087	nongranular leukocyte
http://purl.obolibrary.org/obo/CL_0002088	interstitial cell of Cajal
http://purl.obolibrary.org/obo/CL_0002090	polar body
http://purl.obolibrary.org/obo/CL_0002091	primary polar body
http://purl.obolibrary.org/obo/CL_0002092	bone marrow cell
http://purl.obolibrary.org/obo/CL_0002093	secondary polar body
http://purl.obolibrary.org/obo/CL_0002094	interstitial cell of ovary
http://purl.obolibrary.org/obo/CL_0002095	hilus cell of ovary
http://purl.obolibrary.org/obo/CL_0002096	internodal tract myocyte
http://purl.obolibrary.org/obo/CL_0002097	cortical cell of adrenal gland
http://purl.obolibrary.org/obo/CL_0002098	regular cardiac myocyte
http://purl.obolibrary.org/obo/CL_0002099	type I cell of adrenal cortex
http://purl.obolibrary.org/obo/CL_0002100	regular interventricular cardiac myocyte
http://purl.obolibrary.org/obo/CL_0002101	CD38-positive naive B cell
http://purl.obolibrary.org/obo/CL_0002102	CD38-negative naive B cell
http://purl.obolibrary.org/obo/CL_0002103	IgG-positive double negative memory B cell
http://purl.obolibrary.org/obo/CL_0002104	IgG-negative double negative memory B cell
http://purl.obolibrary.org/obo/CL_0002105	CD38-positive IgG memory B cell
http://purl.obolibrary.org/obo/CL_0002106	IgD-positive CD38-positive IgG memory B cell
http://purl.obolibrary.org/obo/CL_0002107	IgD-negative CD38-positive IgG memory B cell
http://purl.obolibrary.org/obo/CL_0002108	CD38-negative IgG memory B cell
http://purl.obolibrary.org/obo/CL_0002109	B220-positive CD38-positive naive B cell
http://purl.obolibrary.org/obo/CL_0002110	B220-low CD38-positive naive B cell
http://purl.obolibrary.org/obo/CL_0002111	CD38-negative unswitched memory B cell
http://purl.obolibrary.org/obo/CL_0002112	B220-positive CD38-negative unswitched memory B cell
http://purl.obolibrary.org/obo/CL_0002113	B220-low CD38-negative unswitched memory B cell
http://purl.obolibrary.org/obo/CL_0002114	CD38-positive unswitched memory B cell
http://purl.obolibrary.org/obo/CL_0002115	B220-positive CD38-positive unswitched memory B cell
http://purl.obolibrary.org/obo/CL_0002116	B220-low CD38-positive unswitched memory B cell
http://purl.obolibrary.org/obo/CL_0002117	IgG-negative class switched memory B cell
http://purl.obolibrary.org/obo/CL_0002118	CD38-negative IgG-negative class switched memory B cell
http://purl.obolibrary.org/obo/CL_0002119	CD38-positive IgG-negative class switched memory B cell
http://purl.obolibrary.org/obo/CL_0002120	CD24-positive CD38-negative IgG-negative class switched memory B cell
http://purl.obolibrary.org/obo/CL_0002121	CD24-negative CD38-negative IgG-negative class switched memory B cell
http://purl.obolibrary.org/obo/CL_0002122	B220-positive CD38-positive IgG-negative class switched memory B cell
http://purl.obolibrary.org/obo/CL_0002123	B220-low CD38-positive IgG-negative class switched memory B cell
http://purl.obolibrary.org/obo/CL_0002124	CD27-positive gamma-delta T cell
http://purl.obolibrary.org/obo/CL_0002125	CD27-negative gamma-delta T cell
http://purl.obolibrary.org/obo/CL_0002126	CD25-positive, CD27-positive immature gamma-delta T cell
http://purl.obolibrary.org/obo/CL_0002127	innate effector T cell
http://purl.obolibrary.org/obo/CL_0002128	Tc17 cell
http://purl.obolibrary.org/obo/CL_0002129	regular atrial cardiac myocyte
http://purl.obolibrary.org/obo/CL_0002130	regular interatrial cardiac myocyte
http://purl.obolibrary.org/obo/CL_0002131	regular ventricular cardiac myocyte
http://purl.obolibrary.org/obo/CL_0002132	stromal cell of ovary
http://purl.obolibrary.org/obo/CL_0002133	stromal cell of ovarian cortex
http://purl.obolibrary.org/obo/CL_0002134	stromal cell of ovarian medulla
http://purl.obolibrary.org/obo/CL_0002135	nonkeratinized cell of epidermis
http://purl.obolibrary.org/obo/CL_0002136	type II cell of adrenal cortex
http://purl.obolibrary.org/obo/CL_0002137	type III cell of adrenal cortex
http://purl.obolibrary.org/obo/CL_0002138	endothelial cell of lymphatic vessel
http://purl.obolibrary.org/obo/CL_0002139	endothelial cell of vascular tree
http://purl.obolibrary.org/obo/CL_0002140	skin sebocyte
http://purl.obolibrary.org/obo/CL_0002141	active chief cell of parathyroid gland
http://purl.obolibrary.org/obo/CL_0002142	dark cell of eccrine sweat gland
http://purl.obolibrary.org/obo/CL_0002143	dark chief cell of parathyroid gland
http://purl.obolibrary.org/obo/CL_0002144	capillary endothelial cell
http://purl.obolibrary.org/obo/CL_0002145	multiciliated columnar cell of tracheobronchial tree
http://purl.obolibrary.org/obo/CL_0002146	clear cell of eccrine sweat gland
http://purl.obolibrary.org/obo/CL_0002147	clear chief cell of parathyroid gland
http://purl.obolibrary.org/obo/CL_0002148	dental pulp cell
http://purl.obolibrary.org/obo/CL_0002149	epithelial cell of uterus
http://purl.obolibrary.org/obo/CL_0002150	epithelioid macrophage
http://purl.obolibrary.org/obo/CL_0002151	late promyelocyte
http://purl.obolibrary.org/obo/CL_0002152	columnar cell of endocervix
http://purl.obolibrary.org/obo/CL_0002153	corneocyte
http://purl.obolibrary.org/obo/CL_0002154	early promyelocyte
http://purl.obolibrary.org/obo/CL_0002155	echinocyte
http://purl.obolibrary.org/obo/CL_0002157	endosteal cell
http://purl.obolibrary.org/obo/CL_0002158	external epithelial cell of tympanic membrane
http://purl.obolibrary.org/obo/CL_0002159	general ecto-epithelial cell
http://purl.obolibrary.org/obo/CL_0002160	basal external epithelial cell of tympanic membrane
http://purl.obolibrary.org/obo/CL_0002161	superficial external epithelial cell of tympanic membrane
http://purl.obolibrary.org/obo/CL_0002162	internal epithelial cell of tympanic membrane
http://purl.obolibrary.org/obo/CL_0002163	internal pillar cell of cochlea
http://purl.obolibrary.org/obo/CL_0002164	external pillar cell of cochlea
http://purl.obolibrary.org/obo/CL_0002165	phalangeal cell
http://purl.obolibrary.org/obo/CL_0002166	epithelial cell of Malassez
http://purl.obolibrary.org/obo/CL_0002167	olfactory epithelial cell
http://purl.obolibrary.org/obo/CL_0002168	border cell of cochlea
http://purl.obolibrary.org/obo/CL_0002169	basal cell of olfactory epithelium
http://purl.obolibrary.org/obo/CL_0002170	keratinized cell of the oral mucosa
http://purl.obolibrary.org/obo/CL_0002171	globose cell of olfactory epithelium
http://purl.obolibrary.org/obo/CL_0002172	interdental cell of cochlea
http://purl.obolibrary.org/obo/CL_0002173	extraglomerular mesangial cell
http://purl.obolibrary.org/obo/CL_0002174	follicular cell of ovary
http://purl.obolibrary.org/obo/CL_0002175	primary follicular cell of ovary
http://purl.obolibrary.org/obo/CL_0002176	secondary follicular cell of ovary
http://purl.obolibrary.org/obo/CL_0002177	folliculostellate cell of pars distalis of adenohypophysis
http://purl.obolibrary.org/obo/CL_0002178	epithelial cell of stomach
http://purl.obolibrary.org/obo/CL_0002179	foveolar cell of stomach
http://purl.obolibrary.org/obo/CL_0002180	mucous cell of stomach
http://purl.obolibrary.org/obo/CL_0002181	mucous neck cell of gastric gland
http://purl.obolibrary.org/obo/CL_0002183	stem cell of gastric gland
http://purl.obolibrary.org/obo/CL_0002184	basal proper cell of olfactory epithelium
http://purl.obolibrary.org/obo/CL_0002187	basal cell of epidermis
http://purl.obolibrary.org/obo/CL_0002188	glomerular endothelial cell
http://purl.obolibrary.org/obo/CL_0002189	granular cell of epidermis
http://purl.obolibrary.org/obo/CL_0002190	squamous cell of epidermis
http://purl.obolibrary.org/obo/CL_0002191	granulocytopoietic cell
http://purl.obolibrary.org/obo/CL_0002192	metamyelocyte
http://purl.obolibrary.org/obo/CL_0002193	myelocyte
http://purl.obolibrary.org/obo/CL_0002194	monopoietic cell
http://purl.obolibrary.org/obo/CL_0002195	hepatic stem cell
http://purl.obolibrary.org/obo/CL_0002196	hepatic oval stem cell
http://purl.obolibrary.org/obo/CL_0002197	inactive chief cell of parathyoid gland
http://purl.obolibrary.org/obo/CL_0002198	oncocyte
http://purl.obolibrary.org/obo/CL_0002199	oxyphil cell of parathyroid gland
http://purl.obolibrary.org/obo/CL_0002200	oxyphil cell of thyroid
http://purl.obolibrary.org/obo/CL_0002201	renal beta-intercalated cell
http://purl.obolibrary.org/obo/CL_0002202	epithelial cell of tracheobronchial tree
http://purl.obolibrary.org/obo/CL_0002203	tuft cell of large intestine
http://purl.obolibrary.org/obo/CL_0002204	tuft cell
http://purl.obolibrary.org/obo/CL_0002205	brush cell of lobular bronchiole
http://purl.obolibrary.org/obo/CL_0002206	brush cell of terminal bronchiole
http://purl.obolibrary.org/obo/CL_0002207	brush cell of trachea
http://purl.obolibrary.org/obo/CL_0002208	brush cell of bronchus
http://purl.obolibrary.org/obo/CL_0002209	intermediate epitheliocyte
http://purl.obolibrary.org/obo/CL_0002210	red muscle cell
http://purl.obolibrary.org/obo/CL_0002211	type I muscle cell
http://purl.obolibrary.org/obo/CL_0002212	type II muscle cell
http://purl.obolibrary.org/obo/CL_0002213	white muscle cell
http://purl.obolibrary.org/obo/CL_0002214	type IIa muscle cell
http://purl.obolibrary.org/obo/CL_0002215	type IIb muscle cell
http://purl.obolibrary.org/obo/CL_0002216	intermediate muscle cell
http://purl.obolibrary.org/obo/CL_0002217	intermediate trophoblast cell
http://purl.obolibrary.org/obo/CL_0002218	immature dendritic epithelial T cell precursor
http://purl.obolibrary.org/obo/CL_0002219	anchoring trophoblast
http://purl.obolibrary.org/obo/CL_0002220	interstitial cell of pineal gland
http://purl.obolibrary.org/obo/CL_0002221	keratinized squamous cell of esophagus
http://purl.obolibrary.org/obo/CL_0002222	vertebrate lens cell
http://purl.obolibrary.org/obo/CL_0002223	anterior lens cell
http://purl.obolibrary.org/obo/CL_0002224	lens epithelial cell
http://purl.obolibrary.org/obo/CL_0002225	secondary lens fiber
http://purl.obolibrary.org/obo/CL_0002226	non-nucleated secondary lens fiber
http://purl.obolibrary.org/obo/CL_0002227	nucleated secondary lens fiber
http://purl.obolibrary.org/obo/CL_0002228	primary lens fiber
http://purl.obolibrary.org/obo/CL_0002229	light chief cell of parathyroid gland
http://purl.obolibrary.org/obo/CL_0002231	epithelial cell of prostate
http://purl.obolibrary.org/obo/CL_0002232	epithelial cell of prostatic duct
http://purl.obolibrary.org/obo/CL_0002233	epithelial cell of prostatic acinus
http://purl.obolibrary.org/obo/CL_0002234	basal cell of prostatic acinus
http://purl.obolibrary.org/obo/CL_0002235	luminal cell of prostatic acinus
http://purl.obolibrary.org/obo/CL_0002236	basal epithelial cell of prostatic duct
http://purl.obolibrary.org/obo/CL_0002237	luminal epithelial cell of prostatic duct
http://purl.obolibrary.org/obo/CL_0002238	male gonocyte
http://purl.obolibrary.org/obo/CL_0002239	ooblast
http://purl.obolibrary.org/obo/CL_0002240	marrow fibroblast
http://purl.obolibrary.org/obo/CL_0002241	pulmonary interstitial fibroblast
http://purl.obolibrary.org/obo/CL_0002242	nucleate cell
http://purl.obolibrary.org/obo/CL_0002243	smooth muscle cell of sphincter of pupil
http://purl.obolibrary.org/obo/CL_0002244	squamous cell of ectocervix
http://purl.obolibrary.org/obo/CL_0002246	peripheral blood stem cell
http://purl.obolibrary.org/obo/CL_0002247	pleural macrophage
http://purl.obolibrary.org/obo/CL_0002248	pluripotent stem cell
http://purl.obolibrary.org/obo/CL_0002249	primitive cardiac myocyte
http://purl.obolibrary.org/obo/CL_0002250	intestinal crypt stem cell
http://purl.obolibrary.org/obo/CL_0002251	epithelial cell of alimentary canal
http://purl.obolibrary.org/obo/CL_0002252	epithelial cell of esophagus
http://purl.obolibrary.org/obo/CL_0002253	epithelial cell of large intestine
http://purl.obolibrary.org/obo/CL_0002254	epithelial cell of small intestine
http://purl.obolibrary.org/obo/CL_0002255	stromal cell of endometrium
http://purl.obolibrary.org/obo/CL_0002256	supporting cell of carotid body
http://purl.obolibrary.org/obo/CL_0002257	epithelial cell of thyroid gland
http://purl.obolibrary.org/obo/CL_0002258	thyroid follicular cell
http://purl.obolibrary.org/obo/CL_0002259	neuroepithelial stem cell
http://purl.obolibrary.org/obo/CL_0002260	epithelial cell of parathyroid gland
http://purl.obolibrary.org/obo/CL_0002261	endothelial cell of viscerocranial mucosa
http://purl.obolibrary.org/obo/CL_0002262	endothelial cell of sinusoid
http://purl.obolibrary.org/obo/CL_0002263	transitional cell of parathyroid gland
http://purl.obolibrary.org/obo/CL_0002264	type A cell of stomach
http://purl.obolibrary.org/obo/CL_0002265	type D cell of colon
http://purl.obolibrary.org/obo/CL_0002266	type D cell of small intestine
http://purl.obolibrary.org/obo/CL_0002267	type D cell of stomach
http://purl.obolibrary.org/obo/CL_0002268	P/D1 enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002269	vasoactive intestinal peptide secreting cell
http://purl.obolibrary.org/obo/CL_0002270	type EC2 enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002271	type EC1 enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002272	motilin secreting cell
http://purl.obolibrary.org/obo/CL_0002273	type ECL enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002274	histamine secreting cell
http://purl.obolibrary.org/obo/CL_0002275	pancreatic PP cell
http://purl.obolibrary.org/obo/CL_0002277	type I enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002278	GIP cell
http://purl.obolibrary.org/obo/CL_0002279	type L enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002280	type N enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002281	type S enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002282	type TG enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002283	ecto-epithelial cell of viscerocranial mucosa
http://purl.obolibrary.org/obo/CL_0002284	type X enteroendocrine cell
http://purl.obolibrary.org/obo/CL_0002285	type III taste bud cell
http://purl.obolibrary.org/obo/CL_0002286	type II taste cell
http://purl.obolibrary.org/obo/CL_0002287	type IV taste receptor cell
http://purl.obolibrary.org/obo/CL_0002288	type V taste receptor cell
