p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,8.12988125593247,0.703,0.074,0,Myofibroblasts,RASL12
1.31354977586045e-199,8.12959619548213,0.714,0.037,6.56774887930226e-196,Macrophages,TBXAS1
1.42011070230208e-168,8.12174129376439,0.603,0.079,7.1005535115104e-165,Differentiated Keratinocytes,CSTA
4.19326111719622e-55,8.11952058805314,0.87,0.208,2.09663055859811e-51,Melanocytes,ST3GAL4
5.94746752941546e-36,8.11612880429762,0.78,0.219,2.97373376470773e-32,Melanocytes,MYO10
0,8.09686772395401,0.947,0.171,0,T-cells,IL32
2.3703012561204e-198,8.08639801150361,0.712,0.064,1.1851506280602e-194,T-cells,ACAP1
6.35018369094025e-121,8.07547852166445,0.757,0.107,3.17509184547012e-117,Sweat gland cells,SNORC
0,8.06233357721167,0.637,0.014,0,Undifferentiated Keratinocytes,COL17A1
0,8.05287452724606,0.895,0.097,0,Macrophages,CD83
8.48960685282078e-132,7.99960975941453,0.264,0.07,4.24480342641039e-128,Fibroblasts,COL11A1
1.3297749533031e-165,7.98342135747854,0.69,0.034,6.64887476651548e-162,Macrophages,RNASE6
4.05386549484522e-192,7.98320554737581,0.609,0.066,2.02693274742261e-188,Macrophages,IL23A
5.67639611992521e-288,7.97920329545409,0.829,0.161,2.83819805996261e-284,T-cells,DUSP4
0,7.96866912191354,0.958,0.129,0,Vascular endothelial cells,SLC9A3R2
0,7.96807222239286,0.501,0.008,0,Fibroblasts,CILP
0,7.95666803635891,0.468,0.02,0,Fibroblasts,GPC3
4.69707123205983e-143,7.95640906890251,0.43,0.134,2.34853561602992e-139,Myofibroblasts,SMTN
2.31042964342495e-10,7.94884812359447,0.378,0.035,1.15521482171248e-06,Differentiated Keratinocytes,KRT78
1.53906736377295e-111,7.93338517052057,0.974,0.248,7.69533681886474e-108,Neural cells,CRYAB
8.58956047352175e-277,7.92644418660704,0.42,0.043,4.29478023676087e-273,Myofibroblasts,ACTG2
9.92834573129948e-245,7.92493688049027,0.796,0.072,4.96417286564974e-241,Macrophages,FCGR2A
0,7.91851387099794,0.834,0.089,0,T-cells,IL2RG
0,7.89980859452063,0.814,0.024,0,Vascular endothelial cells,GPIHBP1
0,7.89458725428276,0.863,0.074,0,Vascular endothelial cells,SOX18
3.13557999830402e-72,7.8714977858909,0.943,0.104,1.56778999915201e-68,Melanocytes,PLP1
0,7.85112868745427,0.782,0.036,0,Fibroblasts,CCDC80
0,7.84843041248705,0.918,0.045,0,T-cells,CORO1A
1.33914302673672e-301,7.82364793442367,0.708,0.05,6.69571513368361e-298,Vascular endothelial cells,SELP
0,7.81867900216173,0.879,0.058,0,Fibroblasts,SERPINF1
0,7.80407360831028,0.885,0.099,0,Macrophages,HLA-DMB
4.79595746647269e-180,7.79877786302354,0.716,0.1,2.39797873323634e-176,Macrophages,PPIF
0,7.79610125711443,0.985,0.144,0,Myofibroblasts,TAGLN
