X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
247,2.01e-46,1.801268124,0.494,0.247,4.75e-42,Sweat gland cells,IL32
248,3.6e-208,1.795895686,0.82,0.124,8.51e-204,Melanocytes,MYO5A
249,0,1.795368203,0.563,0.043,0,Immune cells,IL1R2
250,1.81e-177,1.792492084,0.837,0.157,4.29e-173,Melanocytes,OSTM1
251,0,1.787992353,0.697,0.05,0,Vascular endothelial cells,CLEC14A
252,0,1.787539354,0.894,0.187,0,Vascular endothelial cells,BCAM
253,0,1.785400273,0.566,0.011,0,Fibroblasts,OGN
254,0,1.784544604,0.75,0.018,0,Immune cells,HCST
255,0,1.78399522,0.552,0.01,0,Keratinocytes,SERPINB2
256,0,1.783515503,0.525,0.005,0,Neural cells,MAL
257,0,1.782539166,0.628,0.045,0,Neural cells,PTPRZ1
258,0,1.781648123,0.787,0,0,Melanocytes,SLC24A5
259,3.1e-149,1.779040085,0.865,0.189,7.34e-145,Melanocytes,ADGRG1
260,4.69e-115,1.779028678,0.731,0.23,1.11e-110,Neural cells,METRN
261,0,1.777828609,0.256,0.002,0,Immune cells,HLA-DQB2
262,0,1.776908862,0.775,0.004,0,Keratinocytes,DSG1
263,0,1.773077912,0.302,0.002,0,Immune cells,FOLR2
264,0,1.768329698,0.505,0.002,0,Immune cells,LGALS2
265,0,1.764710531,0.649,0.006,0,Immune cells,CYTIP
266,0,1.763412113,0.797,0.163,0,Fibroblasts,CRABP2
267,1.32e-128,1.763143503,0.545,0.104,3.11e-124,Neural cells,SNCA
268,0,1.756532102,0.848,0.246,0,Smooth muscle cells,TINAGL1
269,0,1.756314662,0.6,0.016,0,Immune cells,KYNU
270,0,1.753070107,0.805,0.146,0,Fibroblasts,CLEC11A
271,0,1.751226856,0.781,0.023,0,Melanocytes,GCNT2
272,0,1.74927291,0.658,0.158,0,Vascular endothelial cells,ADAMTS9
273,0,1.747584021,0.829,0.196,0,Immune cells,ATP1B1
274,6.67e-251,1.737916334,0.815,0.098,1.58e-246,Melanocytes,RAB38
275,0,1.737842244,0.959,0.13,0,Vascular endothelial cells,HLA-DRB1
276,0,1.735097768,0.793,0.005,0,Immune cells,SPI1
277,0,1.733560496,0.692,0.144,0,Smooth muscle cells,MYLK
278,0,1.733272654,0.353,0.03,0,Sweat gland cells,CD52
279,6.03e-102,1.717706263,0.678,0.193,1.43e-97,Neural cells,PLEKHA4
280,0,1.717680175,0.773,0.208,0,Fibroblasts,IGFBP5
281,0,1.707338366,0.784,0.169,0,Fibroblasts,PLTP
282,0,1.706616229,0.52,0.042,0,Vascular endothelial cells,RBP7
283,0,1.705142081,0.652,0.245,0,Vascular endothelial cells,RCAN1
284,0,1.704827906,0.287,0.01,0,Sweat gland cells,LTB
285,0,1.702721717,0.56,0.019,0,Immune cells,CD52
286,0,1.702165467,0.809,0.045,0,Melanocytes,SLC1A4
287,0,1.701563856,0.483,0.008,0,Neural cells,SOX2
288,0,1.698463117,0.721,0.029,0,Vascular endothelial cells,MCTP1
289,0,1.695586027,0.736,0.003,0,Melanocytes,LGI3
290,0,1.695126153,0.713,0.004,0,Melanocytes,SOX10
291,1.39e-120,1.690482723,0.607,0.137,3.28e-116,Neural cells,CREB5
292,1.09e-171,1.681018465,0.744,0.151,2.58e-167,Neural cells,SEMA3C
293,0,1.67576439,0.472,0.047,0,Fibroblasts,SFRP1
294,0,1.669479879,0.778,0.131,0,Lymphatic endothelial cells,KANK3
295,0,1.668546268,0.696,0.132,0,Immune cells,CD68
296,0,1.667470123,0.411,0.067,0,Keratinocytes,COL17A1
297,0,1.657603967,0.685,0.028,0,Vascular endothelial cells,FLT1
298,0,1.654842407,0.621,0.115,0,Fibroblasts,COL12A1
299,0,1.650850638,0.657,0.138,0,Fibroblasts,COL14A1
300,0,1.64818629,0.715,0.035,0,Vascular endothelial cells,TSPAN7
301,3.79e-90,1.642753115,0.661,0.21,8.95e-86,Neural cells,ATP1B1
302,0,1.64051543,0.285,0.001,0,Immune cells,CCL22
303,0,1.640191389,0.362,0.002,0,Immune cells,SDS
304,0,1.639461349,0.409,0.01,0,Keratinocytes,KRT16
305,0,1.63933024,0.77,0.045,0,Keratinocytes,CSTA
306,0,1.635592713,0.495,0.022,0,Smooth muscle cells,AVPR1A
307,0,1.635138405,0.716,0.02,0,Vascular endothelial cells,IL3RA
308,0,1.626263119,0.624,0.04,0,Neural cells,ERBB3
309,0,1.625691036,0.872,0.132,0,Keratinocytes,JUP
310,0,1.621646491,0.449,0.007,0,Immune cells,CST7
311,0,1.621318997,0.762,0.007,0,Immune cells,CD53
312,0,1.619901554,0.657,0.119,0,Immune cells,TNFRSF1B
313,2.82e-86,1.619036863,0.397,0.078,6.67e-82,Neural cells,COL7A1
314,2.02e-213,1.617370391,0.809,0.112,4.78e-209,Melanocytes,HIST3H2A
315,0,1.617095411,0.759,0.115,0,Vascular endothelial cells,ITGA6
316,5.39e-125,1.613068774,0.831,0.198,1.27e-120,Melanocytes,VAMP8
317,2.99e-202,1.611063536,0.525,0.063,7.06e-198,Neural cells,COL8A1
318,6.23e-128,1.610971917,0.612,0.125,1.47e-123,Neural cells,TNC
319,0,1.609330866,0.666,0.067,0,Immune cells,PHACTR1
320,4.41e-120,1.607732206,0.756,0.225,1.04e-115,Neural cells,SGCE
321,0,1.606086345,0.579,0.085,0,Lymphatic endothelial cells,PTX3
322,0,1.602302516,0.777,0.219,0,Vascular endothelial cells,LMCD1
323,3.98e-285,1.600469766,0.545,0.036,9.4e-281,Melanocytes,CHADL
324,0,1.599745686,0.845,0.01,0,Keratinocytes,TRIM29
325,2.37e-126,1.598419842,0.899,0.222,5.59e-122,Melanocytes,EDNRB
326,1.73e-131,1.596929997,0.652,0.108,4.08e-127,Melanocytes,NOV
327,0,1.593861674,0.545,0.034,0,Vascular endothelial cells,GIMAP7
328,0,1.59378157,0.691,0.067,0,Lymphatic endothelial cells,TBX1
329,0,1.592207338,0.784,0.133,0,Vascular endothelial cells,JAM2
330,0,1.591701729,0.7,0.046,0,Fibroblasts,MRC2
331,1.77e-53,1.589821085,0.453,0.211,4.19e-49,Sweat gland cells,SLC12A2
332,0,1.588516146,0.802,0.215,0,Immune cells,RNASET2
333,0,1.587962318,0.612,0.007,0,Melanocytes,CEP72
334,0,1.578359041,0.355,0.019,0,Sweat gland cells,CYTIP
335,0,1.575719656,0.438,0.029,0,Smooth muscle cells,SSTR2
336,5.24e-129,1.575517139,0.876,0.202,1.24e-124,Melanocytes,PRELP
337,0,1.573174709,0.695,0.131,0,Vascular endothelial cells,ZNF385D
338,0,1.571527822,0.877,0.039,0,Keratinocytes,SPINT2
339,7.32e-214,1.564989875,0.574,0.072,1.73e-209,Neural cells,HSPA12A
340,0,1.564381454,0.659,0.1,0,Vascular endothelial cells,SOX7
341,0,1.560754881,0.613,0.028,0,Immune cells,TRAF1
342,0,1.558680037,0.722,0.081,0,Fibroblasts,ECM1
343,0,1.547332461,0.595,0.018,0,Fibroblasts,MMP23B
344,0,1.546587915,0.693,0.04,0,Fibroblasts,PODN
345,0,1.546476492,0.78,0.015,0,Keratinocytes,DAPL1
346,0,1.545244213,0.43,0.02,0,Immune cells,C5AR1
347,0,1.541601843,0.666,0.046,0,Fibroblasts,MXRA5
348,0,1.538206728,0.892,0.171,0,Fibroblasts,TWIST1
349,0,1.537317185,0.595,0.004,0,Neural cells,FOXD3-AS1
350,0,1.535878193,0.607,0.04,0,Neural cells,L1CAM
351,0,1.535802409,0.675,0.093,0,Vascular endothelial cells,CALCRL
352,1.29e-80,1.534549541,0.393,0.173,3.04e-76,Immune cells,HSPA6
353,0,1.531206427,0.808,0.207,0,Fibroblasts,CYBRD1
354,0,1.530731727,0.677,0.009,0,Keratinocytes,OVOL1
355,0,1.528017185,0.614,0.062,0,Fibroblasts,CERCAM
356,1.49e-125,1.525743457,0.702,0.192,3.52e-121,Neural cells,SCCPDH
357,0,1.524952245,0.562,0.004,0,Neural cells,SOX10
358,0,1.523477198,0.785,0.081,0,Immune cells,HLA-DMB
359,5.62e-234,1.521200861,0.747,0.085,1.33e-229,Melanocytes,PAG1
360,0,1.520033215,0.58,0.002,0,Immune cells,FCGR2B
361,0,1.515321211,0.759,0.117,0,Vascular endothelial cells,ESAM
362,0,1.510552826,0.635,0.014,0,Melanocytes,TFAP2B
363,0,1.510405233,0.337,0.025,0,Immune cells,TNF
364,0,1.508564894,0.562,0.095,0,Smooth muscle cells,ABCC9
365,0,1.508422419,0.516,0.066,0,Smooth muscle cells,ADRA2A
366,0,1.507880126,0.276,0.001,0,Sweat gland cells,TRBC2
367,0,1.504228464,0.717,0.215,0,Immune cells,BID
368,0,1.502255898,0.836,0.157,0,Keratinocytes,TUBA4A
369,0,1.501891989,0.344,0.022,0,Sweat gland cells,SAMSN1
370,0,1.501778654,0.718,0.228,0,Immune cells,OGFRL1
371,0,1.50063691,0.669,0.001,0,Immune cells,CD86
372,2.07e-174,1.487766664,0.517,0.07,4.89e-170,Neural cells,GPR155
373,6.94e-100,1.486300055,0.77,0.222,1.64e-95,Melanocytes,TPP1
374,0,1.486194164,0.483,0.001,0,Immune cells,MS4A7
375,0,1.485964153,0.736,0.009,0,Immune cells,PTPRC
376,1.44e-190,1.479190423,0.725,0.1,3.41e-186,Melanocytes,DSTYK
377,0,1.478685822,0.698,0.103,0,Immune cells,CXCL16
378,0,1.47397326,0.471,0.002,0,Neural cells,LINC01198
379,1.03e-15,1.467715211,0.343,0.175,2.43e-11,Neural cells,IGFBP3
380,1.12e-302,1.463669775,0.815,0.076,2.66e-298,Melanocytes,INPP4B
381,0,1.45890575,0.748,0.099,0,Fibroblasts,EFEMP2
382,0,1.458435116,0.592,0.111,0,Vascular endothelial cells,CNKSR3
383,0,1.457271462,0.68,0.124,0,Immune cells,PDE4B
384,0,1.457129078,0.624,0.25,0,Fibroblasts,BGN
385,0,1.452830204,0.607,0.011,0,Keratinocytes,RHOV
386,0,1.449860127,0.748,0.157,0,Vascular endothelial cells,CDC42EP3
387,0,1.449635928,0.677,0.134,0,Vascular endothelial cells,NEDD9
388,0,1.446672989,0.829,0.156,0,Keratinocytes,HOPX
389,3.76e-148,1.444859303,0.397,0.048,8.89e-144,Neural cells,ANK3
390,0,1.44291105,0.747,0.184,0,Vascular endothelial cells,CD34
391,3.73e-63,1.441656413,0.595,0.216,8.81e-59,Neural cells,PGM2L1
392,0,1.438288914,0.666,0.08,0,Keratinocytes,CA2
393,3.26e-143,1.435275369,0.424,0.157,7.7e-139,Immune cells,CD14
394,0,1.433491448,0.797,0.01,0,Keratinocytes,IRF6
395,0,1.427635606,0.48,0.013,0,Immune cells,SAMSN1
396,0,1.422613681,0.347,0.003,0,Neural cells,XKR4
397,0,1.422279212,0.289,0.001,0,Sweat gland cells,CD3D
398,0,1.421343851,0.713,0.051,0,Melanocytes,PLXNC1
399,0,1.420449269,0.509,0.029,0,Smooth muscle cells,COX4I2
400,0,1.42004827,0.632,0.149,0,Vascular endothelial cells,PALMD
401,0,1.418663256,0.626,0.005,0,Keratinocytes,DEFB1
402,0,1.414697289,0.695,0.089,0,Immune cells,GNA15
403,2.98e-138,1.410358062,0.68,0.115,7.03e-134,Melanocytes,TFAP2A
404,0,1.408266653,0.657,0.021,0,Melanocytes,IRF4
405,0,1.406239071,0.507,0.028,0,Smooth muscle cells,GUCY1A2
406,0,1.399277985,0.318,0.001,0,Neural cells,COL28A1
407,0,1.394956475,0.367,0.011,0,Fibroblasts,ADH1B
408,1.89e-148,1.393196619,0.276,0.038,4.47e-144,Sweat gland cells,BATF
409,0,1.392920331,0.681,0.048,0,Fibroblasts,CD248
410,1.25e-114,1.392618794,0.612,0.15,2.94e-110,Neural cells,DAG1
411,0,1.391783807,0.296,0.002,0,Sweat gland cells,CD2
412,0,1.391076123,0.481,0.036,0,Smooth muscle cells,PPP1R14A
413,0,1.390075491,0.289,0.005,0,Sweat gland cells,SPOCK2
414,2.23e-92,1.3893855,0.702,0.218,5.26e-88,Neural cells,PDGFA
415,0,1.388343632,0.73,0.068,0,Vascular endothelial cells,HLA-DMA
416,0,1.387231842,0.284,0.013,0,Immune cells,S100B
417,0,1.38224708,0.549,0.023,0,Fibroblasts,ANGPTL1
418,0,1.377504666,0.513,0.044,0,Lymphatic endothelial cells,GJC2
419,1.03e-58,1.376557983,0.388,0.095,2.44e-54,Neural cells,PTX3
420,0,1.374568475,0.734,0.112,0,Fibroblasts,SLIT3
421,0,1.373755423,0.375,0.03,0,Immune cells,F13A1
422,0,1.370528833,0.365,0.019,0,Immune cells,SLC7A11
423,1.11e-123,1.36840271,0.809,0.189,2.62e-119,Melanocytes,ST3GAL4
424,0,1.368214376,0.773,0.217,0,Immune cells,RGS10
425,0,1.364252375,0.663,0.201,0,Lymphatic endothelial cells,KRT18
426,0,1.363427301,0.624,0.025,0,Melanocytes,KCNAB2
427,0,1.362153417,0.639,0.155,0,Lymphatic endothelial cells,TM4SF18
428,0,1.361836767,0.678,0.072,0,Vascular endothelial cells,GATA2
429,2.65e-149,1.36068189,0.314,0.049,6.25e-145,Sweat gland cells,TSPAN8
430,0,1.3592098,0.617,0.143,0,Lymphatic endothelial cells,TSPAN5
431,1.26e-136,1.359192823,0.781,0.157,2.98e-132,Melanocytes,FEZ1
432,0,1.357109404,0.756,0.23,0,Immune cells,STX11
433,0,1.353523451,0.685,0.043,0,Melanocytes,RUNX3
434,0,1.351738164,0.427,0.087,0,Vascular endothelial cells,EDN1
435,0,1.350205147,0.713,0.027,0,Keratinocytes,IL18
436,0,1.349823298,0.641,0.185,0,Vascular endothelial cells,LIFR
437,2.05e-201,1.349614582,0.308,0.036,4.85e-197,Sweat gland cells,TRAC
438,0,1.348042111,0.524,0.067,0,Immune cells,IRF8
439,3.28e-110,1.34736547,0.607,0.143,7.75e-106,Neural cells,OLFML2A
440,0,1.34700367,0.777,0.058,0,Keratinocytes,IMPA2
441,0,1.34618549,0.743,0.131,0,Vascular endothelial cells,LMO2
442,0,1.346123711,0.908,0.198,0,Fibroblasts,PRRX1
443,0,1.345838756,0.3,0.067,0,Fibroblasts,CXCL1
444,0,1.345805966,0.721,0.221,0,Lymphatic endothelial cells,GMFG
445,0,1.339144844,0.52,0.021,0,Fibroblasts,ABCA8
446,0,1.338349832,0.631,0.045,0,Vascular endothelial cells,CDH5
447,0,1.337947507,0.715,0.106,0,Fibroblasts,TMEM176A
448,2.01e-93,1.337744928,0.483,0.154,4.74e-89,Sweat gland cells,STK4
449,1.8e-92,1.334310463,0.646,0.144,4.25e-88,Melanocytes,DNAJA4
450,0,1.330228967,0.564,0.016,0,Lymphatic endothelial cells,FLT4
451,0,1.329702206,0.685,0.022,0,Melanocytes,MCOLN3
452,1.72e-44,1.328295859,0.525,0.21,4.06e-40,Neural cells,TUBB2B
453,0,1.326693175,0.488,0,0,Neural cells,MYOT
454,0,1.325389094,0.703,0.22,0,Vascular endothelial cells,SWAP70
455,0,1.325280814,0.772,0.025,0,Keratinocytes,TINCR
456,0,1.32420332,0.678,0.212,0,Vascular endothelial cells,ADAM15
457,0,1.324047331,0.76,0.248,0,Vascular endothelial cells,COL15A1
458,0,1.322413048,0.635,0.062,0,Fibroblasts,ABI3BP
459,0,1.321792933,0.315,0.139,0,Vascular endothelial cells,G0S2
460,0,1.321218208,0.684,0.02,0,Immune cells,CD37
461,0,1.321064769,0.612,0.127,0,Lymphatic endothelial cells,FXYD6
462,0,1.319199458,0.396,0.01,0,Keratinocytes,SPINK5
463,0,1.317568851,0.597,0.062,0,Fibroblasts,GAS1
464,0,1.315595261,0.702,0.157,0,Fibroblasts,FKBP10
465,0,1.315300802,0.557,0.015,0,Fibroblasts,ITGBL1
466,0,1.313485204,0.615,0.002,0,Immune cells,CSF2RA
467,0,1.313046632,0.596,0.169,0,Vascular endothelial cells,DUSP6
468,4.07e-133,1.311787591,0.39,0.133,9.63e-129,Lymphatic endothelial cells,DNASE1L3
469,0,1.310725682,0.702,0.009,0,Keratinocytes,PKP1
470,0,1.308553554,0.669,0.028,0,Melanocytes,CDH3
471,4.2e-98,1.307339225,0.456,0.216,9.93e-94,Immune cells,PTGS2
472,0,1.30657993,0.634,0.028,0,Fibroblasts,ISLR
473,0,1.306323352,0.582,0.113,0,Lymphatic endothelial cells,NR2F1
474,0,1.304704663,0.569,0.025,0,Fibroblasts,PRELP
475,0,1.301497171,0.584,0.02,0,Vascular endothelial cells,PTPRB
476,4.24e-70,1.300665378,0.528,0.208,1e-65,Sweat gland cells,KRT18
477,0,1.299672464,0.621,0.021,0,Fibroblasts,TWIST2
478,0,1.291699153,0.689,0.007,0,Keratinocytes,RAB25
479,0,1.290812927,0.568,0.165,0,Fibroblasts,TNXB
480,0,1.284807368,0.753,0.229,0,Vascular endothelial cells,ELK3
481,0,1.284349929,0.542,0.055,0,Fibroblasts,F10
482,0,1.282090144,0.438,0.017,0,Fibroblasts,DIO2
483,0,1.28142885,0.503,0.056,0,Vascular endothelial cells,ADM5
484,0,1.281071081,0.732,0.238,0,Vascular endothelial cells,NRN1
485,0,1.280027207,0.597,0.037,0,Fibroblasts,EMILIN1
486,0,1.277520375,0.565,0.13,0,Vascular endothelial cells,RND1
487,9.99e-111,1.276053311,0.483,0.091,2.36e-106,Neural cells,SIPA1L2
488,1.13e-112,1.274910591,0.412,0.098,2.66e-108,Sweat gland cells,KRT8
489,0,1.274409944,0.499,0.244,0,Smooth muscle cells,TCIM
490,0,1.274259659,0.598,0.032,0,Immune cells,RHOF
491,0,1.272202424,0.8,0.159,0,Fibroblasts,FXYD1
492,0,1.270920444,0.523,0.089,0,Immune cells,DAPP1
493,3.5e-221,1.270685446,0.57,0.068,8.27e-217,Neural cells,GNG2
494,0,1.270045974,0.382,0.003,0,Keratinocytes,CALML3
495,0,1.26988335,0.429,0.033,0,Fibroblasts,IGF1
496,4.76e-66,1.269453836,0.533,0.216,1.13e-61,Sweat gland cells,LEPROTL1
497,0,1.267061865,0.643,0.03,0,Fibroblasts,PDGFRA
498,0,1.265202267,0.952,0.151,0,Vascular endothelial cells,HLA-DRA
499,1.37e-152,1.26337526,0.537,0.085,3.24e-148,Neural cells,SDC3
500,0,1.26051405,0.58,0.059,0,Fibroblasts,CPXM1
501,0,1.259871578,0.587,0.01,0,Keratinocytes,HCAR3
502,0,1.259465161,0.604,0.033,0,Vascular endothelial cells,CYYR1
503,2.15e-105,1.259338523,0.758,0.194,5.09e-101,Melanocytes,STX7
504,0,1.259049332,0.427,0.016,0,Immune cells,MRC1
505,0,1.258494517,0.662,0.201,0,Keratinocytes,TMEM45A
506,0,1.257216069,0.732,0.034,0,Keratinocytes,SOX15
507,1.16e-252,1.248693532,0.479,0.041,2.75e-248,Neural cells,IQGAP2
508,3.26e-103,1.24699586,0.742,0.174,7.7e-99,Melanocytes,MBP
509,0,1.245941202,0.421,0.04,0,Smooth muscle cells,KCNJ8
510,0,1.243388279,0.319,0.016,0,Sweat gland cells,CD48
511,0,1.240194559,0.291,0.004,0,Keratinocytes,SPRR1B
512,0,1.240115912,0.606,0.003,0,Keratinocytes,KLK11
513,0,1.238197237,0.363,0.142,0,Fibroblasts,APCDD1
514,0,1.237363708,0.656,0.172,0,Lymphatic endothelial cells,COLEC12
515,0,1.236830885,0.691,0.199,0,Lymphatic endothelial cells,PTPRE
516,0,1.235901459,0.521,0.01,0,Vascular endothelial cells,CCL14
517,0,1.23457905,0.455,0.026,0,Neural cells,ASPA
518,0,1.229658803,0.624,0.031,0,Melanocytes,SCD
519,2.12e-286,1.229175658,0.298,0.024,5.02e-282,Sweat gland cells,CLEC2D
520,0,1.22871328,0.74,0.186,0,Immune cells,VAMP8
521,0,1.22588968,0.565,0.084,0,Lymphatic endothelial cells,VPS35L
522,0,1.222472006,0.576,0.214,0,Smooth muscle cells,MYO1B
523,2.66e-95,1.221943707,0.479,0.102,6.28e-91,Neural cells,SORBS1
524,0,1.221648211,0.377,0.004,0,Smooth muscle cells,HIGD1B
525,3.76e-111,1.221054691,0.467,0.086,8.9e-107,Neural cells,KCNMB4
526,0,1.219441116,0.703,0.01,0,Keratinocytes,EHF
527,0,1.218017295,0.5,0.002,0,Melanocytes,TRIM63
528,0,1.217925239,0.621,0.009,0,Immune cells,CLEC7A
529,0,1.21734836,0.393,0.021,0,Neural cells,TIMP4
530,1.59e-265,1.215675821,0.674,0.059,3.76e-261,Melanocytes,MLPH
531,0,1.215157586,0.628,0.084,0,Fibroblasts,SRPX
532,3.61e-44,1.214312173,0.529,0.206,8.53e-40,Neural cells,POU3F1
533,0,1.207913216,0.569,0.037,0,Vascular endothelial cells,S1PR1
534,0,1.204780011,0.593,0.035,0,Fibroblasts,OSR2
535,0,1.204533831,0.541,0.207,0,Smooth muscle cells,C20orf27
536,9.31e-31,1.203696389,0.475,0.217,2.2e-26,Neural cells,NFATC2
537,0,1.202407017,0.572,0.012,0,Immune cells,CORO1A
538,1.06e-37,1.201332441,0.545,0.233,2.5e-33,Neural cells,ITIH5
539,0,1.200791315,0.608,0.039,0,Fibroblasts,CDH11
540,3.9e-84,1.196649146,0.803,0.246,9.22e-80,Melanocytes,ENPP2
541,0,1.194620127,0.625,0.189,0,Fibroblasts,ANGPTL2
542,1.26e-57,1.193696518,0.444,0.187,2.98e-53,Sweat gland cells,CITED4
543,0,1.193320694,0.427,0.016,0,Smooth muscle cells,FAM162B
544,0,1.193222376,0.355,0.015,0,Neural cells,LRRC4C
545,0,1.190437364,0.327,0.032,0,Smooth muscle cells,EGFL6
546,0,1.190005626,0.672,0.178,0,Fibroblasts,FGL2
547,0,1.189833149,0.676,0.17,0,Immune cells,ETV3
548,0,1.188767164,0.552,0.006,0,Fibroblasts,OMD
549,0,1.185050095,0.522,0.025,0,Melanocytes,BCL2A1
550,0,1.183758332,0.516,0.014,0,Lymphatic endothelial cells,MRC1
551,0,1.183442726,0.547,0.003,0,Immune cells,JAML
552,0,1.182226759,0.628,0.006,0,Keratinocytes,MAL2
553,9.47e-53,1.181526114,0.317,0.108,2.24e-48,Sweat gland cells,TNFRSF18
554,0,1.17790387,0.597,0.044,0,Fibroblasts,IL11RA
555,0,1.177422922,0.545,0.019,0,Vascular endothelial cells,GIMAP6
556,0,1.175957562,0.314,0.013,0,Neural cells,RELN
557,0,1.1746769,0.586,0.209,0,Smooth muscle cells,MTHFD2
558,0,1.174110396,0.493,0.036,0,Smooth muscle cells,RERG
559,0,1.17336984,0.641,0.033,0,Keratinocytes,PRRG4
560,0,1.170625995,0.339,0.024,0,Sweat gland cells,CD53
561,0,1.170227526,0.358,0,0,Immune cells,CD1E
562,0,1.169282798,0.57,0.147,0,Vascular endothelial cells,VWA1
563,0,1.168521578,0.46,0.004,0,Immune cells,IGSF6
564,0,1.165689719,0.679,0.212,0,Fibroblasts,LTBP4
565,0,1.164026398,0.607,0,0,Melanocytes,CA14
566,0,1.163128664,0.658,0.174,0,Fibroblasts,LGALS3BP
567,0,1.16285321,0.522,0.001,0,Melanocytes,ALX1
568,2.47e-272,1.1627984,0.651,0.247,5.84e-268,Immune cells,MXD1
569,0,1.161973845,0.64,0.056,0,Fibroblasts,FMOD
570,0,1.156915674,0.517,0.032,0,Smooth muscle cells,ITGA7
571,2.85e-66,1.156320629,0.59,0.161,6.73e-62,Melanocytes,MRPL44
572,0,1.154341597,0.458,0.232,0,Smooth muscle cells,ANGPTL4
573,0,1.153549901,0.511,0.088,0,Vascular endothelial cells,FAM84B
574,6.89e-149,1.152599636,0.657,0.099,1.63e-144,Melanocytes,GPR137B
575,0,1.151018017,0.456,0.017,0,Smooth muscle cells,TBX2
576,0,1.14910214,0.679,0.104,0,Fibroblasts,SSPN
577,0,1.146835871,0.525,0.087,0,Smooth muscle cells,ISYNA1
578,0,1.146324724,0.755,0.184,0,Fibroblasts,PRRX2
579,0,1.145638635,0.717,0.118,0,Keratinocytes,POU3F1
580,0,1.144334644,0.58,0.025,0,Vascular endothelial cells,PCAT19
581,0,1.143822448,0.517,0.033,0,Immune cells,LPXN
582,0,1.13797803,0.393,0.021,0,Neural cells,CIT
583,4.93e-61,1.134697097,0.281,0.053,1.17e-56,Neural cells,CHL1
584,0,1.128779493,0.453,0.04,0,Smooth muscle cells,4-Sep
585,0,1.128041386,0.509,0.031,0,Keratinocytes,FOXQ1
586,0,1.126026307,0.511,0.009,0,Immune cells,C1orf162
587,0,1.125839279,0.418,0.03,0,Smooth muscle cells,LMOD1
588,0,1.125422688,0.631,0.027,0,Fibroblasts,FBLN5
589,2.54e-165,1.124898619,0.28,0.035,6e-161,Sweat gland cells,HCST
590,0,1.123672389,0.46,0.154,0,Smooth muscle cells,CHN1
591,0,1.123024072,0.57,0.143,0,Smooth muscle cells,C1QTNF1
592,4.85e-104,1.121265674,0.567,0.175,1.15e-99,Sweat gland cells,DUSP4
593,1.66e-220,1.120869825,0.269,0.025,3.91e-216,Sweat gland cells,ALOX5AP
594,0,1.11984764,0.478,0.018,0,Lymphatic endothelial cells,SCN3B
595,1.65e-103,1.119556317,0.646,0.134,3.9e-99,Melanocytes,GPAT4
596,0,1.119160384,0.738,0.24,0,Immune cells,CCDC88A
597,0,1.118155452,0.619,0.179,0,Lymphatic endothelial cells,SLC38A1
598,0,1.117687166,0.475,0.067,0,Smooth muscle cells,SLC7A2
599,9.8e-82,1.117187498,0.584,0.131,2.32e-77,Melanocytes,IL6R
600,0,1.117104447,0.722,0.009,0,Keratinocytes,CXADR
601,0,1.116323823,0.563,0.135,0,Immune cells,RASGEF1B
602,1e-69,1.116123903,0.529,0.157,2.36e-65,Neural cells,GULP1
603,0,1.115960614,0.467,0.004,0,Immune cells,CSF1R
604,7.01e-115,1.114960292,0.663,0.13,1.66e-110,Melanocytes,QDPR
605,2.08e-67,1.114794,0.467,0.124,4.91e-63,Neural cells,FGF2
606,9.03e-193,1.113732097,0.405,0.038,2.13e-188,Neural cells,KCNMA1
607,3.06e-88,1.113691243,0.467,0.096,7.22e-84,Neural cells,PEG10
608,0,1.113251165,0.388,0.01,0,Neural cells,SLITRK6
609,1.89e-292,1.112389987,0.619,0.205,4.47e-288,Immune cells,PDE4DIP
610,0,1.110681654,0.5,0.014,0,Immune cells,ALOX5AP
611,0,1.110125676,0.49,0.004,0,Immune cells,DOK2
612,9.08e-168,1.108408973,0.384,0.039,2.14e-163,Neural cells,FIGN
613,5.56e-51,1.108039929,0.483,0.166,1.31e-46,Neural cells,COL5A3
614,2.62e-78,1.107814431,0.446,0.103,6.18e-74,Neural cells,STARD13
