p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,2.06168430914823,0.436,0.098,0,Keratincytes,KRT15
0,2.04417236017945,0.572,0.103,0,Fibroblasts,FBLN2
0,2.04184036360853,0.575,0.119,0,T-cells,LEPROTL1
0,2.04154302079993,0.788,0.219,0,Keratincytes,ERRFI1
8.36175561431141e-202,2.03615607718217,0.813,0.173,1.78540205876777e-197,Lymphatic endothelial cells,RAMP2
0,2.03611737964689,0.461,0.022,0,Vascular endothelial cells,C2CD4B
0,2.03321936833042,0.378,0.069,0,Macrophages,MMP9
8.7066870018285e-159,2.0286518632749,0.585,0.049,1.85905180863042e-154,Melanocytes,CYB561A3
0,2.02723733765592,0.587,0.12,0,T-cells,ALOX5AP
0,2.01478582412149,0.576,0.025,0,Macrophages,SPI1
0,2.01276134352426,0.546,0.126,0,Fibroblasts,THBS2
3.22864635774638e-292,1.99420876612502,0.343,0.056,6.89380570306006e-288,Pericytes,RRAD
0,1.99159876371797,0.326,0.025,0,T-cells,CTSW
1.05738519235598e-257,1.98819033875861,0.472,0.018,2.25772886271848e-253,Melanocytes,CRABP1
0,1.98460015360188,0.476,0.048,0,Keratincytes,SBSN
0,1.97339591883986,0.577,0.009,0,Melanocytes,KIT
0,1.97265529033258,0.545,0.004,0,Melanocytes,PCSK2
0,1.97019689457319,0.636,0.027,0,Vascular endothelial cells,ELTD1
0,1.96156068611373,0.433,0.032,0,Macrophages,BCL2A1
4.42077765284145e-40,1.95549209940095,0.267,0.144,9.43924444434706e-36,Pericytes,ZNRD1
0,1.94593314679129,0.586,0.185,0,Vascular endothelial cells,IL6
0,1.94017133166449,0.477,0.039,0,Vascular endothelial cells,RND1
0,1.93938182921894,0.701,0.052,0,Keratincytes,MPZL2
0,1.93477458148562,0.711,0.242,0,Fibroblasts,SERPING1
0,1.93413213387859,0.626,0.171,0,T-cells,STK17B
0,1.93401551173889,0.556,0.087,0,Pericytes,LBH
0,1.91074445273685,0.449,0.02,0,T-cells,CD3E
0,1.91038996819821,0.583,0.07,0,Vascular endothelial cells,ADAMTS9
0,1.90946138955601,0.671,0.123,0,Vascular endothelial cells,LMCD1
0,1.89181000982478,0.612,0.196,0,Fibroblasts,CYBRD1
0,1.89016869798195,0.607,0.186,0,Fibroblasts,COL6A3
0,1.88782568230594,0.316,0.017,0,Macrophages,CCR7
0,1.88571322645497,0.712,0.201,0,Macrophages,COTL1
0,1.88411741955438,0.469,0.126,0,Fibroblasts,LEPR
0,1.88231154034195,0.643,0.067,0,Vascular endothelial cells,EMCN
0,1.87714928045797,0.407,0.08,0,T-cells,DUSP4
0,1.87683648163799,0.476,0.032,0,Macrophages,MS4A6A
0,1.8755346006334,0.446,0.024,0,Macrophages,CD1C
0,1.86505588349501,0.483,0.097,0,Fibroblasts,DPT
1.42786992150285e-254,1.86306182828606,0.622,0.077,3.04878785639288e-250,Lymphatic endothelial cells,LMO2
0,1.86042509441819,0.538,0.135,0,Fibroblasts,HTRA1
0,1.85742281632254,0.613,0.15,0,Macrophages,BID
0,1.8561016637358,0.756,0.113,0,Keratincytes,KLF5
9.20472149240099e-241,1.85365305668504,0.721,0.104,1.96539213305746e-236,Lymphatic endothelial cells,AC011526.1
0,1.85256943826205,0.395,0.005,0,Lymphatic endothelial cells,NTS
0,1.84579838172652,0.406,0.025,0,T-cells,RHOH
0,1.8313737115391,0.602,0.153,0,Pericytes,HES4
0,1.82821157086538,0.414,0.045,0,Pericytes,PDGFA
0,1.8256533034501,0.698,0.053,0,Keratincytes,IRF6
0,1.82545337556482,0.469,0.021,0,Macrophages,PLEK
0,1.8130924671427,0.634,0.054,0,Vascular endothelial cells,ECSCR
0,1.80756616742881,0.551,0.141,0,Fibroblasts,PCOLCE
6.1187174085932e-185,1.8060151222252,0.61,0.046,1.30646854108282e-180,Melanocytes,GPR155
0,1.79452382249608,0.546,0.155,0,Fibroblasts,FN1
0,1.78746767201757,0.277,0.001,0,Erythrocytes,HBM
0,1.76612361620462,0.598,0.2,0,Fibroblasts,PPAP2B
0,1.7596132801175,0.647,0.025,0,Keratincytes,CXADR
0,1.75149493825888,0.491,0.016,0,Macrophages,CSF2RA
0,1.74916364425139,0.418,0.042,0,Macrophages,CPVL
0,1.74089118422176,0.534,0.104,0,T-cells,CD37
0,1.73234655813793,0.361,0.016,0,T-cells,CD2
0,1.73029611752255,0.515,0.133,0,T-cells,CYTIP
0,1.7299829275945,0.436,0.038,0,Pericytes,PPP1R14A
0,1.72874839413364,0.503,0.039,0,Pericytes,MCAM
0,1.72591718840585,0.622,0.236,0,Macrophages,LPAR6
0,1.70618746302082,0.632,0.186,0,Pericytes,ADAMTS1
1.70850440758538e-118,1.69920742799462,0.488,0.045,3.64799861107631e-114,Melanocytes,MFSD12
0,1.69655095088351,0.489,0.116,0,Pericytes,SNCG
0,1.69618698027028,0.337,0.009,0,Pericytes,PLN
3.51036282040726e-282,1.69563432926445,0.528,0.168,7.49532669413358e-278,T-cells,CDC42SE2
0,1.69538491861209,0.487,0.051,0,Macrophages,HLA-DMB
2.78914086271817e-111,1.69163050375508,0.554,0.126,5.95537357007583e-107,Lymphatic endothelial cells,AKAP12
3.37219844356968e-277,1.69088920122534,0.37,0.154,7.20031811670997e-273,Fibroblasts,CTHRC1
2.95141650773308e-165,1.6855291550533,0.502,0.203,6.30186452731167e-161,Pericytes,ZNF331
0,1.68487832367492,0.557,0.148,0,T-cells,LAPTM5
0,1.68030065837661,0.513,0.089,0,Macrophages,CST7
0,1.67987182830129,0.504,0.003,0,Melanocytes,TYR
0,1.67140989927885,0.33,0.065,0,Fibroblasts,PI16
0,1.67108554709418,0.507,0.064,0,Pericytes,NOTCH3
0,1.66572738193749,0.509,0.046,0,Vascular endothelial cells,RAMP3
0,1.66398162431161,0.391,0.05,0,T-cells,IL7R
9.32357604645848e-72,1.66351139832038,0.378,0.083,1.99076995743982e-67,Lymphatic endothelial cells,STC1
0,1.65678700490038,0.486,0.117,0,Fibroblasts,PAM
0,1.65423861373221,0.787,0.217,0,Keratincytes,PMAIP1
5.73812666587228e-122,1.6510960643989,0.545,0.054,1.22520480569705e-117,Melanocytes,CHCHD6
0,1.64686751764877,0.324,0.041,0,Vascular endothelial cells,MED24
0,1.64477489884836,0.462,0.189,0,Fibroblasts,THBS1
0,1.64203587095737,0.646,0.126,0,Vascular endothelial cells,ARHGAP29
0,1.64001654493817,0.538,0.028,0,Vascular endothelial cells,MYCT1
0,1.63946972441602,0.405,0.042,0,T-cells,ACAP1
0,1.6342196658012,0.427,0.101,0,Fibroblasts,TNXB
0,1.6323813369971,0.515,0.108,0,Pericytes,BCAM
1.11248877070616e-212,1.63237598084719,0.391,0.034,2.37538602321179e-208,Lymphatic endothelial cells,CD200
0,1.63153028476039,0.429,0.034,0,Pericytes,SYNPO2
9.29837803042136e-241,1.62422140280282,0.51,0.175,1.98538967705557e-236,T-cells,EML4
2.2202334463614e-201,1.62148788580354,0.455,0.163,4.74064245467086e-197,T-cells,TUBA4A
0,1.61993850420897,0.611,0.196,0,Fibroblasts,AXL
0,1.61905123003753,0.504,0.16,0,Fibroblasts,CRABP2
0,1.61830016658696,0.571,0.077,0,Vascular endothelial cells,NEDD9
0,1.60929449327202,0.411,0.063,0,Fibroblasts,TWIST1
3.68076398440926e-297,1.60446255614225,0.497,0.039,7.85916725951065e-293,Lymphatic endothelial cells,KRT18
0,1.59826625752637,0.502,0.031,0,Vascular endothelial cells,TSPAN7
0,1.59784248871904,0.534,0.048,0,Vascular endothelial cells,CD93
0,1.597544952364,0.489,0.129,0,Fibroblasts,AEBP1
0,1.59702100049882,0.387,0.04,0,T-cells,CD48
1.34596696027232e-121,1.58976389977473,0.653,0.162,2.87390865357345e-117,Lymphatic endothelial cells,TSHZ2
0,1.58975783259888,0.427,0.089,0,Fibroblasts,FBN1
0,1.58813043855357,0.549,0.087,0,Vascular endothelial cells,A2M
0,1.58026859567132,0.569,0.06,0,Vascular endothelial cells,ESAM
3.30212555066447e-294,1.57764195370933,0.596,0.2,7.05069847577877e-290,T-cells,STK4
0,1.5767455402538,0.635,0.052,0,Keratincytes,TRIM29
