p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.74780959381e-51,5.27308393251489,0.269,0.03,7.51033782460157e-48,Fibroblasts,DIO3OS
9.15890969371167e-66,5.26407721321492,0.437,0.165,3.9355834953879e-62,Myofibroblasts,CSRP2
8.52649484800673e-166,5.26199284371843,0.541,0.12,3.66383483618849e-162,T-cells,DUSP4
1.05392061592684e-91,5.25293425390154,0.4,0.099,4.52869688663763e-88,Macrophages,EREG
0,5.2513364814746,0.371,0.061,0,Fibroblasts,SNX21
0,5.24851471096287,0.414,0.143,0,Vascular endothelial cells,GBP2
0,5.24668500257356,0.542,0.011,0,Macrophages,VSIG4
3.353826085489e-24,5.24628785474979,0.626,0.096,1.44113906893462e-20,Melanocytes ,BCAN
1.3333897936687e-52,5.23819714961925,0.53,0.223,5.72957594339441e-49,Lymphatic endothelial cells,ARL4A
1.11383229159717e-20,5.2373817966677,0.262,0.087,4.78613735699305e-17,Fibroblasts,JAM3
1.06685589653393e-27,5.23538242672529,0.37,0.212,4.5842797874063e-24,Myofibroblasts,PCSK7
1.14839199333029e-18,5.22428609461212,0.319,0.196,4.93464039534025e-15,T-cells,C1orf35
6.61040713755506e-73,5.22091419167239,0.533,0.179,2.84049194700741e-69,Myofibroblasts,RASD1
1.56444957178278e-41,5.22090617701421,0.472,0.234,6.72243980995059e-38,Myofibroblasts,AXL
1.19191675566931e-23,5.21638567093581,0.433,0.221,5.12166629911103e-20,T-cells,FYN
3.54528953229078e-255,5.21615187484721,0.523,0.129,1.52341091202535e-251,Macrophages,STX11
5.14774691524605e-50,5.21541757570303,0.411,0.188,2.21198684948123e-46,Macrophages,TNFAIP8
6.31152413693676e-91,5.20925279411247,0.888,0.229,2.71206192164173e-87,Melanocytes ,AGPAT2
2.94698897399098e-21,5.20605576994224,0.252,0.171,1.26632116212393e-17,Keratinocytes,FOXK1
0,5.2055499176452,0.463,0.085,0,Fibroblasts,LGALS3BP
1.58005620295773e-31,5.19701167207808,0.37,0.176,6.78950150410938e-28,Lymphatic endothelial cells,ANKRD26
8.66544165935721e-91,5.19675796921916,0.264,0.138,3.72354028102579e-87,Vascular endothelial cells,FAM107A
3.14351322735421e-80,5.1961246202164,0.794,0.158,1.3507676337941e-76,Melanocytes ,FARP2
1.45536051121198e-31,5.19553474377839,0.334,0.182,6.25368411667787e-28,Lymphatic endothelial cells,FMNL3
1.15642378471307e-05,5.19484713492376,0.263,0.163,0.0496915300291207,Macrophages,MYO5A
0,5.18390274328793,0.41,0.054,0,Vascular endothelial cells,ESAM
2.73376661020528e-70,5.18167385159328,0.393,0.103,1.17469951240521e-66,Myofibroblasts,FILIP1
5.51336649067604e-05,5.18131775073758,0.276,0.2,0.23690935810435,Melanocytes ,NT5C3B
5.78528071484387e-101,5.17540210765134,0.259,0.132,2.48593512316841e-97,Vascular endothelial cells,MIR222HG
2.95088045493704e-225,5.17423984330773,0.585,0.083,1.26799333148645e-221,Myofibroblasts,FRZB
1.79598062870683e-06,5.17335644304039,0.347,0.148,0.00771732876155323,Macrophages,RB1
7.39365463794918e-79,5.14882190331118,0.44,0.121,3.17705339792676e-75,Keratinocytes,IMPA2
1.57399305771895e-203,5.14666062348968,0.499,0.02,6.76344816901834e-200,Macrophages,CSF2RA
4.22595277717414e-15,5.13762100192725,0.268,0.192,1.81589190835173e-11,T-cells,CDK2AP2
6.8921852330597e-53,5.13093281247701,0.615,0.184,2.96157199464575e-49,Melanocytes ,FEZ1
3.07010438465873e-32,5.12670654435805,0.468,0.142,1.31922385408786e-28,T-cells,LIMD2
1.54355715339815e-121,5.12481017580675,0.273,0.157,6.63266508815186e-118,Vascular endothelial cells,GBP1
0,5.1237291329076,0.793,0.076,0,T-cells,CORO1A
3.53545162883568e-107,5.11979619226316,0.506,0.202,1.51918356491069e-103,Macrophages,RGS2
0,5.11469044721814,0.468,0.118,0,Fibroblasts,C12orf75
1.18786701579694e-72,5.11061749353343,0.365,0.201,5.10426456687944e-69,Macrophages,TOMM34
9.81994893190898e-222,5.10987132921613,0.607,0.103,4.21963205604129e-218,Myofibroblasts,BCAM
0,5.10622411415205,0.773,0.085,0,T-cells,HCST
5.81156093867475e-57,5.09004505206155,0.395,0.091,2.49722773534854e-53,Macrophages,F13A1
7.41884761433269e-19,5.08875127569554,0.329,0.21,3.18787881987876e-15,T-cells,DNMT1
0,5.08402531325459,0.523,0.037,0,Fibroblasts,COL5A1
1.28643748758856e-23,5.07050143416494,0.315,0.149,5.52782188416803e-20,Lymphatic endothelial cells,FRMD4B
1.32071954297373e-257,5.06814256698588,0.297,0.078,5.6751318761581e-254,Fibroblasts,SGCA
1.65841160459189e-34,5.06665480084756,0.34,0.14,7.12619466493136e-31,Lymphatic endothelial cells,RREB1
2.17729940120266e-82,5.06120903092045,0.49,0.075,9.35585552696784e-79,T-cells,IL10RA
1.71472364999123e-144,5.0574310741153,0.345,0.065,7.3681675240123e-141,Fibroblasts,SH3PXD2B
9.13205459169396e-203,5.05115726109831,0.492,0.029,3.9240438580509e-199,Macrophages,FPR3
3.07004344822815e-93,5.03438428600456,0.25,0.074,1.31919766970364e-89,Fibroblasts,INMT
1.93480795999552e-82,5.02245448073331,0.417,0.183,8.31386980410075e-79,Macrophages,IVNS1ABP
9.14354068774551e-17,5.02031454734766,0.38,0.133,3.92897943352425e-13,T-cells,CNOT6L
0.00109340994690396,5.00850717043407,0.311,0.224,1,Melanocytes ,SPPL3
4.58134019139438e-66,5.00510503154243,0.384,0.134,1.96860188024216e-62,Lymphatic endothelial cells,PRKD2
9.56746144757158e-20,5.00157643019527,0.314,0.172,4.11113818402151e-16,Myofibroblasts,PPM1K
0,5.00056288074149,0.591,0.088,0,Fibroblasts,APOD
4.96134407026634e-186,4.99575064664859,0.337,0.108,2.13188954699345e-182,Vascular endothelial cells,HBEGF
5.10619758832933e-36,4.99486284747798,0.434,0.196,2.19413310370511e-32,Lymphatic endothelial cells,TRIOBP
5.8031503418795e-197,4.99044324774139,0.3,0.091,2.49361370190562e-193,Vascular endothelial cells,FLI1
1.74468401449943e-27,4.9876894417086,0.301,0.165,7.49690721030407e-24,Myofibroblasts,HUWE1
9.61170620434515e-217,4.9821877614857,0.339,0.028,4.13015015600711e-213,Fibroblasts,WIF1
2.71137036385934e-103,4.9773789148364,0.335,0.081,1.16507584535036e-99,Fibroblasts,KIAA0930
1.45746582639761e-101,4.97708999944689,0.455,0.136,6.26273065603053e-98,Macrophages,SMAP2
0,4.97272934776953,0.35,0.034,0,Fibroblasts,CMBL
0.00373978828941424,4.96827151870935,0.285,0.203,1,Myofibroblasts,PPP1R15B
0,4.96652597269162,0.693,0.062,0,Fibroblasts,FBLN2
0,4.96338563592199,0.746,0.068,0,Fibroblasts,SERPINF1
7.14356291425874e-107,4.9619517749096,0.944,0.218,3.06958898425698e-103,Melanocytes ,UBE2E1
1.13493062691418e-103,4.95928257472197,0.312,0.124,4.87679690385023e-100,Fibroblasts,TOM1
1.33150970493533e-163,4.95797801099486,0.316,0.036,5.72149720210711e-160,Fibroblasts,LRRN4CL
5.07605434054391e-58,4.95266530960934,0.433,0.18,2.18118055013172e-54,Myofibroblasts,NDRG2
0,4.95131468604766,0.419,0.02,0,Fibroblasts,PDGFRA
1.38286508947908e-222,4.94995101237055,0.489,0.029,5.94217128949163e-219,Keratinocytes,GJB3
2.05938922960619e-94,4.94749311594752,0.418,0.135,8.84919551961778e-91,Myofibroblasts,SLC9A3R1
0,4.93924531721403,0.448,0.051,0,Fibroblasts,SRPX
7.85591799897432e-80,4.93549473452802,0.329,0.054,3.37568796415927e-76,Fibroblasts,HMCN1
0,4.93032765917437,0.459,0.047,0,Fibroblasts,EDIL3
4.41644977947404e-217,4.92646982708577,0.537,0.152,1.89774847023999e-213,Macrophages,HDAC9
2.67163344481381e-82,4.92491076956478,0.46,0.12,1.1480008912365e-78,Macrophages,RASGEF1B
0,4.92149766541404,0.605,0.081,0,Macrophages,VMO1
2.1947104227964e-25,4.91919627812928,0.309,0.192,9.43067068675613e-22,Lymphatic endothelial cells,EDEM1
6.38144934577298e-91,4.91528764708133,0.265,0.118,2.74210878387865e-87,Fibroblasts,OLFML2A
2.30311646500303e-149,4.91312549417311,0.944,0.165,9.89649145011801e-146,Melanocytes ,PLXNC1
1.35029872154815e-101,4.91212655362202,0.451,0.176,5.80223360649242e-98,Macrophages,ADGRE5
2.79682850805048e-236,4.90829539158921,0.427,0.188,1.20179720990929e-232,Vascular endothelial cells,TMEM173
6.10056174141349e-34,4.90602572215083,0.345,0.144,2.62141138028538e-30,Lymphatic endothelial cells,EGLN3
7.43498030981126e-11,4.89594901629685,0.336,0.216,3.1948110391259e-07,Keratinocytes,NAA50
2.069826565877e-188,4.88361345883284,0.456,0.031,8.89404475357347e-185,Macrophages,CYP2S1
2.57341447278059e-269,4.88222250903397,0.509,0.03,1.10579619895382e-265,Keratinocytes,TNS4
2.0185078603764e-52,4.88072146986191,0.378,0.095,8.67352827603738e-49,Keratinocytes,TMEM154
1.69859421282875e-73,4.87957711693409,0.425,0.109,7.29885933252512e-70,Macrophages,RASSF4
0,4.86986457511487,0.673,0.065,0,T-cells,CYTIP
5.03529382828525e-65,4.86968064419604,0.423,0.198,2.16366575801417e-61,Macrophages,IER5
2.39119020154796e-123,4.86694524568874,0.402,0.048,1.02749442960516e-119,Macrophages,ADGRE2
1.31053260858816e-154,4.86009761258311,0.315,0.032,5.63135861910334e-151,Fibroblasts,PCDH18
1.66025152663709e-41,4.85909389296306,0.387,0.068,7.13410080995956e-38,Macrophages,MMP9
0,4.85197987342786,0.487,0.156,0,Fibroblasts,CYR61
9.91269054308547e-34,4.85033341179976,0.32,0.087,4.25948312636383e-30,Macrophages,TRAF1
2.95665798066676e-215,4.846220937882,0.36,0.024,1.27047593429251e-211,Fibroblasts,OGN
4.32563198508675e-13,4.84490613074538,0.381,0.106,1.85872406399178e-09,Myofibroblasts,TEX41
2.09748699157549e-10,4.84432948765969,0.272,0.153,9.01290160279989e-07,T-cells,CEP85L
1.66679780286969e-230,4.84341421524937,0.513,0.096,7.16223015893105e-227,Macrophages,RAB11FIP1
9.08221818556147e-245,4.8369323801434,0.312,0.087,3.90262915433577e-241,Vascular endothelial cells,CX3CL1
0,4.8358346156298,0.392,0.056,0,Fibroblasts,PTGDS
1.62759365984409e-08,4.8213606171935,0.276,0.188,6.99376995635006e-05,Macrophages,IL16
0,4.81112023351923,0.59,0.23,0,Vascular endothelial cells,SOCS3
2.155888230183e-50,4.8108263203762,0.487,0.091,9.26385172509637e-47,Myofibroblasts,PDGFA
0,4.79960463796927,0.8,0.175,0,Macrophages,SRGN
2.90545127444243e-85,4.798776336856,0.418,0.072,1.24847241262791e-81,Keratinocytes,CDCP1
7.78487315537495e-72,4.79302148250399,0.801,0.184,3.34515999486462e-68,Melanocytes ,SASH1
3.02862075619481e-172,4.78586393807315,0.417,0.219,1.30139833893691e-168,Vascular endothelial cells,GJA1
0,4.78556765988503,0.495,0.015,0,Vascular endothelial cells,PLVAP
2.19020273035974e-223,4.78493926750808,0.507,0.014,9.41130113235581e-220,Macrophages,MS4A7
8.95793615206368e-86,4.77934307558928,0.454,0.178,3.84922516454176e-82,T-cells,CDKN1B
1.43097841109333e-209,4.77891347660029,0.508,0.041,6.14891423246803e-206,Macrophages,HCK
1.43987218367e-19,4.77376510464031,0.258,0.036,6.18713077322999e-16,Fibroblasts,GPC3
1.02650842641972e-68,4.7737400513033,0.692,0.142,4.41090670832555e-65,Melanocytes ,LEF1
0,4.77146498825696,0.627,0.057,0,T-cells,CST7
7.69152494889103e-84,4.7714377595673,0.32,0.172,3.30504827053847e-80,Macrophages,WDR36
8.8123259692707e-17,4.76349441759714,0.284,0.201,3.78665646899562e-13,Lymphatic endothelial cells,PKN2
4.00965777497953e-72,4.76141741710052,0.416,0.188,1.7229499459087e-68,T-cells,OFD1
1.7250693731513e-133,4.75815234753568,0.927,0.211,7.41262309643113e-130,Melanocytes ,PAG1
1.18003416557333e-103,4.75597888600309,0.451,0.126,5.0706068094686e-100,Macrophages,GK
3.43160108874938e-49,4.75177588819372,0.301,0.226,1.47455898783561e-45,Fibroblasts,CLU
5.26830387831437e-205,4.75077276969973,0.372,0.127,2.26379017651168e-201,Vascular endothelial cells,SWAP70
1.26783399459156e-201,4.74924913791439,0.482,0.059,5.44788267475992e-198,Keratinocytes,FGFR3
2.26460712657239e-92,4.74511452143145,0.409,0.106,9.73101682288155e-89,Lymphatic endothelial cells,CHST15
0.0087808809451602,4.74342145916765,0.32,0.163,1,Myofibroblasts,HOPX
8.83242275201813e-231,4.7427063653556,0.498,0.116,3.79529205654219e-227,Macrophages,NFKBID
1.61121834690744e-43,4.74088943816039,0.296,0.146,6.92340523666128e-40,Macrophages,ABCA6
1.87956095384827e-22,4.73478415502583,0.419,0.054,8.07647341868601e-19,Myofibroblasts,CDH6
7.38773528865779e-68,4.72627397455271,0.45,0.053,3.17450985353625e-64,Myofibroblasts,COX4I2
8.30092622279296e-09,4.72533261601939,0.352,0.074,3.56690799793414e-05,Macrophages,KYNU
7.12444792745334e-114,4.71838431488114,0.285,0.101,3.0613752744267e-110,Fibroblasts,APCDD1
9.93006039547155e-54,4.71221113172755,0.745,0.166,4.26694695193413e-50,Melanocytes ,MUM1
3.49576538466022e-212,4.71058240391051,0.273,0.031,1.5021303857885e-208,Vascular endothelial cells,ELOVL7
1.8740991233272e-129,4.70817866873707,0.499,0.082,8.05300393293698e-126,T-cells,HCLS1
6.18778814484321e-22,4.70658765296828,0.643,0.09,2.65889256583913e-18,Melanocytes ,SEPT4
0,4.70658319280357,0.486,0.028,0,Fibroblasts,FBLN5
1.34547583515223e-123,4.69018006939533,0.937,0.186,5.78150966364912e-120,Melanocytes ,GTF2F2
6.18289143804859e-107,4.69008937628211,0.524,0.133,2.65678845092948e-103,T-cells,IQGAP2
8.02937330492394e-37,4.68967141286328,0.354,0.117,3.45022170912582e-33,Keratinocytes,EIF5AL1
5.02122358753376e-135,4.6875914100808,0.93,0.181,2.15761977556326e-131,Melanocytes ,BCL2
3.72640509123434e-107,4.68371321045634,0.354,0.125,1.6012362677034e-103,Macrophages,DNASE1L3
1.13981921222297e-45,4.67936331177959,0.307,0.123,4.8978031549221e-42,Macrophages,PLEKHO2
5.10165621110478e-46,4.67821327734666,0.419,0.151,2.19218167391172e-42,Myofibroblasts,MYO1B
1.65510929884375e-114,4.67506093625403,0.289,0.15,7.11200465713161e-111,Vascular endothelial cells,HEG1
1.06746004470416e-44,4.67455974468825,0.361,0.026,4.58687581209378e-41,Keratinocytes,MAL2
2.49705350843082e-133,4.67225176469944,0.403,0.15,1.07298389257272e-129,Vascular endothelial cells,NCOA7
6.13664166738838e-07,4.67189548858441,0.312,0.043,0.00263691492447679,Macrophages,HLA-DOA
2.2996383869069e-06,4.66792440827621,0.258,0.198,0.00988154614853894,Fibroblasts,GALNT2
0,4.66469708070923,0.672,0.112,0,Fibroblasts,TIMP2
1.41418692978766e-177,4.66459538372594,0.566,0.195,6.07676123729756e-174,T-cells,EZR
0,4.65163411573537,0.542,0.043,0,Fibroblasts,ECM1
0,4.65137577964389,0.467,0.026,0,Fibroblasts,CD24
4.18628877871045e-282,4.64622213793125,0.403,0.078,1.79884828821188e-278,Vascular endothelial cells,PALMD
1.50821811933248e-257,4.64283584113368,0.338,0.08,6.48081325877166e-254,Vascular endothelial cells,IFIT3
1.87311098378449e-37,4.63303804079147,0.383,0.177,8.04875789732194e-34,Myofibroblasts,PLAU
7.35892950141397e-38,4.6308927934246,0.379,0.152,3.16213200675758e-34,Myofibroblasts,KCNMB1
3.34689142682546e-38,4.62367180815995,0.307,0.149,1.4381592461069e-34,Keratinocytes,BBS2
1.0120570159168e-47,4.62009238703456,0.633,0.181,4.34880899739451e-44,Melanocytes ,STX7
7.43349084882594e-105,4.61402166051048,0.314,0.179,3.19417101774051e-101,T-cells,TTC32
0,4.61175389108393,0.443,0.21,0,Fibroblasts,TPPP3
1.17915317896833e-25,4.60778046517552,0.319,0.022,5.06682121002693e-22,Macrophages,PLD4
1.53215785247704e-25,4.60089795018514,0.273,0.098,6.58368229209385e-22,Fibroblasts,IFT22
0,4.59703069619336,0.375,0.014,0,Fibroblasts,SVEP1
3.66396103719012e-127,4.59535252612312,0.559,0.15,1.57440405768059e-123,Lymphatic endothelial cells,PDPN
4.74723956760364e-96,4.59124497429674,0.804,0.192,2.03988884219928e-92,Melanocytes ,SRSF8
0,4.58755076993833,0.437,0.025,0,Fibroblasts,MFAP2
3.85941093322416e-52,4.58570241628391,0.446,0.179,1.65838887800642e-48,Myofibroblasts,UBA2
3.04931854008034e-94,4.58568458068263,0.484,0.111,1.31029217667252e-90,T-cells,PDE7A
7.73972754159748e-97,4.58138200584474,0.253,0.155,3.32576092462444e-93,Vascular endothelial cells,ITPR2
0,4.57518511888289,0.617,0.07,0,Fibroblasts,PPIC
2.41172859628423e-12,4.57372881184981,0.306,0.039,1.03631977782333e-08,Keratinocytes,WNT7B
0,4.56956837713469,0.723,0.067,0,Macrophages,RGS1
2.96757115487872e-83,4.56622643540643,0.818,0.168,1.27516532525138e-79,Melanocytes ,ZBTB10
0,4.56430865877677,0.636,0.148,0,Myofibroblasts,IL6
3.95399953681091e-49,4.56210117847921,0.369,0.123,1.69903360096765e-45,Macrophages,HMOX1
5.26388302319333e-134,4.55663914091232,0.92,0.104,2.26189053506617e-130,Melanocytes ,DOCK4
0,4.55493829725755,0.527,0.131,0,Fibroblasts,GAS6
0,4.5526173034389,0.73,0.106,0,T-cells,DUSP2
1.18702545508318e-19,4.54943247331265,0.654,0.21,5.10064838049242e-16,Melanocytes ,SGCE
4.00267288787441e-157,4.54691392643696,0.948,0.16,1.71994853991964e-153,Melanocytes ,KCNAB2
3.9128334358166e-56,4.54406641672959,0.409,0.175,1.68134452737039e-52,Keratinocytes,ALDH2
2.91569154162284e-69,4.53930737227054,0.291,0.065,1.25287265543534e-65,Fibroblasts,TCTN1
1.77050399654531e-234,4.53867449373169,0.516,0.045,7.60785567315518e-231,Macrophages,NLRP3
1.34768600812087e-204,4.53660320528807,0.516,0.13,5.79100677689539e-201,Macrophages,RHOF
2.25771084985833e-73,4.5338185927398,0.811,0.169,9.70138352184122e-70,Melanocytes ,ICE1
6.17186974775019e-15,4.53301098052393,0.413,0.221,2.65205243060826e-11,Lymphatic endothelial cells,LIMS1
5.02793346684416e-213,4.5298885446025,0.27,0.047,2.16050301070294e-209,Vascular endothelial cells,SH3BGRL2
1.48799653844998e-12,4.52791323338198,0.37,0.195,6.39392112571957e-09,Myofibroblasts,SNAPC2
1.52266275786833e-43,4.52781018885396,0.376,0.076,6.54288187056022e-40,Macrophages,KCNN4
8.61660994004624e-48,4.52675756840656,0.261,0.156,3.70255729123787e-44,Fibroblasts,SIRT1
6.74103057246687e-18,4.51983738391622,0.344,0.2,2.89662083698902e-14,Macrophages,RIPK2
1.1631725086424e-21,4.51873956242709,0.326,0.211,4.99815226963641e-18,Lymphatic endothelial cells,ZNF865
1.1874091466521e-110,4.51791613932176,0.309,0.132,5.10229710316406e-107,Vascular endothelial cells,CLIC2
5.29342680981883e-113,4.51781700994356,0.272,0.106,2.27458550017915e-109,Vascular endothelial cells,CMTM8
9.36663842452564e-36,4.51368371360663,0.72,0.197,4.02484453101867e-32,Melanocytes ,ECI1
9.49555787241686e-117,4.51306328658019,0.312,0.074,4.08024121777753e-113,Fibroblasts,CPED1
3.84812902492739e-239,4.50914983682252,0.511,0.037,1.6535410420113e-235,Macrophages,CD33
2.55708577135717e-36,4.49603411869734,0.344,0.122,1.09877975595218e-32,Lymphatic endothelial cells,GLIS3
4.97623739726533e-83,4.49281885798242,0.503,0.237,2.13828920960491e-79,Macrophages,FGL2
2.83315807294699e-133,4.49072577140154,0.453,0.157,1.21740802394532e-129,Macrophages,PAPSS2
2.52095921053072e-164,4.48991139058398,0.31,0.087,1.08325617276505e-160,Fibroblasts,HIBADH
5.89337037747933e-14,4.48466344598746,0.373,0.121,2.53238125120287e-10,Myofibroblasts,SORT1
0.000607356881458017,4.46747333205138,0.402,0.188,1,Melanocytes ,PLOD3
1.73670109831434e-136,4.46743572729897,0.518,0.063,7.46260461945672e-133,Myofibroblasts,MCAM
1.13047203510607e-17,4.46636917480244,0.345,0.145,4.8576383348508e-14,Keratinocytes,BARD1
7.1196755042704e-123,4.46366172672874,0.253,0.087,3.05932456418499e-119,Vascular endothelial cells,TRIM16
1.97944482674021e-180,4.46061267996876,0.328,0.149,8.5056744205027e-177,Vascular endothelial cells,NRP1
4.1311638917053e-101,4.45495069913997,0.832,0.207,1.77516112426577e-97,Melanocytes ,TMEM138
1.73952603937049e-24,4.44977994334795,0.396,0.148,7.47474339117501e-21,Myofibroblasts,MTHFR
0,4.44789670196275,0.533,0.058,0,Fibroblasts,COL14A1
1.93356504429299e-12,4.44747854878559,0.353,0.186,8.30852899532698e-09,T-cells,SYNRG
2.03163037791027e-197,4.44465028633352,0.616,0.143,8.72991573388045e-194,Myofibroblasts,NTRK2
5.8498212201361e-57,4.44327105249839,0.319,0.215,2.51366817829248e-53,T-cells,STX8
6.33332954288208e-227,4.4406448507926,0.638,0.199,2.72143170457643e-223,Myofibroblasts,PHLDA2
1.23435251888005e-07,4.43744958325393,0.312,0.146,0.00053040127736276,Myofibroblasts,SMYD4
1.5025152726407e-33,4.43529133344897,0.276,0.122,6.4563081265371e-30,Fibroblasts,PPL
1.25466411021232e-232,4.43086475460537,0.521,0.063,5.39129168158235e-229,Macrophages,CYTH4
2.17159841462987e-142,4.42688333379311,0.329,0.064,9.33135838766455e-139,Fibroblasts,NFATC4
0,4.413778769508,0.527,0.05,0,Fibroblasts,LRP1
3.4312847849718e-14,4.41230681706524,0.296,0.204,1.47442307210238e-10,T-cells,PIK3R1
3.73337194493326e-08,4.41230110246422,0.368,0.197,0.000160422992473782,T-cells,ZC3HAV1
1.92180942333902e-82,4.41052238398663,0.411,0.103,8.25801509208778e-79,Lymphatic endothelial cells,SEMA3A
2.24192216290924e-98,4.39844799988165,0.472,0.069,9.63353953402102e-95,Myofibroblasts,SEPT4
0.0011943704027686,4.39248842535244,0.35,0.169,1,Keratinocytes,BCL10
9.75667138997658e-15,4.39088053506099,0.343,0.204,4.19244169627293e-11,Macrophages,GPR137B
1.78004739306881e-39,4.39027677363381,0.361,0.114,7.64886364801667e-36,Lymphatic endothelial cells,RHOJ
0,4.38901457546396,0.555,0.119,0,Fibroblasts,NBL1
8.32064661165387e-187,4.38684604081305,0.305,0.032,3.57538184902767e-183,Fibroblasts,LRRC2
6.05876714207879e-136,4.37937459622532,0.318,0.143,2.60345224095126e-132,Vascular endothelial cells,PNP
3.38629383446346e-111,4.37415573499652,0.874,0.187,1.45509046066895e-107,Melanocytes ,CLASP1
0,4.37237694492052,0.491,0.19,0,Fibroblasts,CD55
3.82912605916951e-120,4.36214279555456,0.86,0.11,1.64537546762514e-116,Melanocytes ,MC1R
9.78174016720874e-118,4.36066107918222,0.525,0.206,4.2032137498496e-114,Myofibroblasts,CREM
7.16956396557145e-24,4.35870739799664,0.261,0.084,3.08076163600605e-20,Fibroblasts,TTC28
5.32975613519637e-20,4.35148558074877,0.312,0.164,2.29019621129388e-16,Keratinocytes,DDX27
0,4.34999693947247,0.384,0.043,0,Fibroblasts,AKR1C1
0,4.34970255166466,0.548,0.061,0,Fibroblasts,CLEC11A
3.21663265264712e-73,4.33630167498741,0.307,0.062,1.38218705084247e-69,Fibroblasts,DDR2
2.25308783477425e-64,4.3358010897733,0.397,0.04,9.68151842602494e-61,Macrophages,C5AR1
0,4.32849915989685,0.397,0.045,0,Fibroblasts,ECM2
4.85471805432265e-08,4.32025338702329,0.345,0.221,0.000208607234794244,T-cells,IDS
1.74228462329032e-127,4.31971917146908,0.528,0.097,7.48659702627852e-124,T-cells,BCL11B
7.38761607187281e-16,4.31739239681665,0.253,0.138,3.17445862608375e-12,Lymphatic endothelial cells,NR6A1
3.80396289565873e-90,4.31357416797652,0.509,0.184,1.63456285626456e-86,Myofibroblasts,CCND1
1.31925996315825e-263,4.31303841152608,0.634,0.085,5.66886006169102e-260,T-cells,ALOX5AP
1.9809437361266e-98,4.31272846624539,0.36,0.223,8.51211523413601e-95,Macrophages,SPATA2L
2.39561537104689e-133,4.31025672724646,0.331,0.132,1.02939592493885e-129,Vascular endothelial cells,ADAM15
1.26123947734689e-68,4.3080905875865,0.383,0.173,5.41954603415957e-65,Macrophages,IRF7
1.75066520241707e-100,4.30575895935891,0.371,0.198,7.52260837478615e-97,Vascular endothelial cells,ARRDC3
0,4.29961413153974,0.403,0.025,0,Fibroblasts,C1QTNF2
9.82293539709913e-125,4.2964200361522,0.434,0.131,4.2209153401335e-121,Keratinocytes,PCDH7
1.70799970431013e-13,4.29405041414904,0.423,0.124,7.33927472942061e-10,T-cells,CDC42SE2
1.97061233473549e-289,4.29386738889194,0.644,0.124,8.46772120235839e-286,T-cells,SYTL1
0,4.2927908501098,0.478,0.029,0,Fibroblasts,MRC2
1.48015551000737e-50,4.2894555577861,0.334,0.183,6.36022822650166e-47,T-cells,KAT6B
3.94556198488945e-288,4.28845705585126,0.36,0.075,1.69540798490699e-284,Vascular endothelial cells,IL33
1.40711046366842e-235,4.28335864122564,0.556,0.183,6.04635366238319e-232,Macrophages,ACP5
3.72131167616609e-15,4.28112712067254,0.65,0.224,1.59904762724857e-11,Melanocytes ,C9orf3
1.49913068045341e-22,4.27419420913859,0.303,0.165,6.44176453390829e-19,Macrophages,EHBP1L1
0,4.27344667922111,0.466,0.13,0,Fibroblasts,CTSL
3.39954396398271e-66,4.27113045104959,0.443,0.171,1.46078404132337e-62,Lymphatic endothelial cells,COLEC12
0,4.26974821634224,0.573,0.036,0,Fibroblasts,OLFML3
2.56307849667056e-07,4.26787436756288,0.33,0.145,0.00110135483001934,Myofibroblasts,GGT5
1.95589599821269e-57,4.25978538567049,0.759,0.11,8.40448510431991e-54,Melanocytes ,FRZB
2.61864255390597e-17,4.25518300966436,0.392,0.247,1.12523070541339e-13,Myofibroblasts,ADI1
2.90340616393735e-15,4.24966591789409,0.296,0.147,1.24759362864388e-11,Myofibroblasts,PDK4
9.58494052446663e-154,4.24235268952846,0.311,0.065,4.11864894336331e-150,Fibroblasts,COL5A3
1.4507774871413e-166,4.23671156386761,0.27,0.123,6.23399086224615e-163,Vascular endothelial cells,BCAR3
3.35160112480661e-31,4.23619172462958,0.387,0.12,1.4401830033294e-27,Myofibroblasts,TNC
1.06478520671183e-06,4.23594628419902,0.295,0.208,0.00457538203324074,Macrophages,MAP4K4
6.28125950180443e-77,4.2271019278534,0.372,0.125,2.69905720792536e-73,Lymphatic endothelial cells,ST8SIA1
0,4.22652210871435,0.449,0.128,0,Vascular endothelial cells,CDC42EP3
2.14292574849834e-216,4.22589800409998,0.316,0.053,9.20815194129737e-213,Fibroblasts,DBN1
4.54128127996154e-36,4.2243313133907,0.312,0.206,1.95138856599947e-32,Fibroblasts,ECH1
2.22364973833603e-69,4.22319839603883,0.397,0.111,9.55502292562993e-66,Lymphatic endothelial cells,NHSL1
3.92506812801389e-21,4.22267927916934,0.265,0.136,1.68660177460757e-17,Lymphatic endothelial cells,CHML
1.12060181462043e-10,4.2222713483237,0.254,0.211,4.81522599742398e-07,Macrophages,SNHG12
4.82780934742703e-82,4.22208743567387,0.42,0.022,2.0745096765894e-78,Macrophages,MRC1
1.10521690123903e-31,4.21852072748148,0.35,0.105,4.74911702462411e-28,Macrophages,GATM
8.72943235693208e-12,4.21849490828515,0.408,0.141,3.75103708377371e-08,T-cells,ANKRD44
1.88804905341222e-251,4.20668547183977,0.307,0.017,8.11294678251231e-248,Vascular endothelial cells,CXorf36
